z,x,beta,w_AA,w_BB,w_AB,U_hat,m_AB_hat
2,0.4444444444444444,0.0429803985985207,-0.4521638934491421,0.387940939375438,0.1481204834569287,0.0169448332309189,0.5311422054000847
6,0.2321884110787172,0.0334121576392245,-0.1698594794424142,0.4019914020774315,-0.640367554818674,-0.9189700642934256,1.0678044420270465
2,0.15,10555931.879092371,-0.3636355452688355,0.9898043236048476,0.6503584201470238,-0.093127659835202,0.2001099963334556
4,0.205078125,1424521.4367799538,-0.8867717437036562,0.2388344211487709,-0.7081642542140583,-1.6002370219652864,0.750575861390222
6,0.274076063240576,22.22359925279944,0.2506800173536962,-0.3806585921492458,0.7807915144150983,0.992062400893534,0.8975454978386199
2,0.3478260869565217,0.286393984299136,-0.4725509134624257,-0.821818513591571,-0.0903379422994545,-0.3257130604265776,0.4818600906995643
4,0.3125,3218.7932479784326,-0.1720779779294989,-0.6402654490688728,-0.3997446014765053,-0.6331639882686227,0.5615488013508324
2,0.1176470588235294,0.0713105233494687,-0.5688444406520967,-0.3740566229739379,0.9667787885792536,-0.2190905559023239,0.227250040220387
4,0.1274074074074074,0.4333402381718025,0.8963594116576787,0.1327500852462759,-0.3164302166212291,1.223732202479116,0.4505588758791449
4,0.2426105931362824,1.2245375148718376,-0.2747246421335678,-0.543216928168273,0.0522707293699225,-0.3580019429950287,0.6975206625559741
4,0.3627067289483651,0.0193505384235088,0.4202599155134721,-0.8291892644079095,-0.3733446636397415,-0.2218416087234661,0.9236984821190036
2,0.2857142857142857,259.81988665260246,0.5422423415013544,-0.9882748483914554,-0.1985998427764541,0.1106124433643205,0.231841101604122
6,0.07196384312582,6.716286619316995,-0.4362018207377658,-0.5584972228699645,-0.638495179774689,-1.3916195989716615,0.4010863399560933
4,0.3901744393022427,34.907811164782835,-0.5238827565754787,-0.4896240824498499,-0.574433890812726,-1.0946131511155124,1.0871874040998122
6,0.3694771286991886,0.5343167935220826,0.1046962134404843,-0.753368821220614,-0.0647403507567889,-0.2745237206164839,1.3963771407762156
2,0.4657534246575342,9543.93607836935,0.7527060915424721,-0.5602307843665733,0.0952064649503474,0.1404917852541031,0.6880021256022726
6,0.2144484264592794,0.0197110490341643,-0.1346126323234435,-0.1992331567295999,0.7135010942493119,0.4432978567775022,1.0094103232138645
6,0.1238854595336076,181168.6834748176,-0.4608751470400027,-0.7160501474802521,0.103716589355947,-1.1226483810155163,0.5126049120054438
6,0.4412342590787522,499585.56681979424,-0.6016741171827369,0.8092289237265806,-0.9809067762397404,-1.5454368750099872,1.482487554901441
4,0.2265731100045269,0.1801766601767117,-0.7474767053140643,0.6848221875541642,-0.1041040253196199,-0.89719051815111,0.7045921282017936
4,0.4088888888888889,1.223126967531401,-0.0959379547728245,0.7003201017324763,-0.9910921067762049,-1.0463178530054982,1.164172016176954
6,0.299079419959048,32692.09673680431,-0.9678195982470126,0.5079242049041441,0.2505577955971043,-0.9793287276306883,1.2487604716309606
2,0.2,24341.51813715773,0.9353775848755548,-0.9459147464752058,0.5638642711006774,0.6502668658047928,0.1601519696060785
2,0.3473684210526316,1620181.9670061525,-0.5993927065514928,-0.0257603896418809,-0.1693143388231102,-0.3632275496092491,0.2575934361176682
2,0.3157894736842105,0.3081309699002637,-0.0653223582245419,0.8922282627485842,0.8471792342354789,0.4017034935514589,0.3795975756963322
4,0.1000730460189919,366.5442011187862,-0.2167682861567497,-0.0602575833089515,0.7457012069046227,-0.2115935351004457,0.2155790353261527
6,0.028926718252162,0.0594505964864883,0.4874850570077602,-0.2099919612307916,0.8783658761458704,1.5263647352280507,0.1682442886934674
4,0.1730103806228373,16.19098230512656,0.0909519341170714,-0.1835759410413695,-0.1872230405540615,-0.000845305177911,0.6227817982017347
2,0.0357142857142857,0.0176026869429583,0.938816368627351,-0.9009077629318052,0.2935285463748383,0.8927243813236,0.0714285714285708
6,0.1948264793113426,159275.66046428867,-0.5204959093184882,-0.7661360655717797,0.2844700709702079,-0.8335525547499688,0.9393402560445666
4,0.24,6.497332255563349,-0.0302964857670484,0.6212628007248753,0.9011237709987864,0.5475341959422481,0.4877128504370508
6,0.350305033809166,8814.10212643534,-0.3626786626477136,0.8622596847791899,0.5371364375863208,0.588682624095974,1.355204192820339
2,0.0833333333333333,1233629.5570618252,-0.4334083545353739,-0.2291783785522727,0.7832116689630702,-0.2770574890621026,0.1250166633339998
4,0.0609418282548476,127839.85223731652,-0.2930621027386941,-0.7110795829894188,0.7455846298823068,-0.4759891112930008,0.1291098357527599
4,0.3527662105889351,7476.678933366068,0.5612631174106764,-0.9867160291506032,-0.3254372716612599,-0.1006810040547857,1.162778946721331
4,0.2596539792387543,0.0308531426929511,-0.3809470323840462,0.2816557808212332,-0.8251847232465308,-1.0196885872743575,0.7760916743986843
2,0.2,150045.1005058556,-0.9172458824141034,0.4428519846938752,-0.7061834919356169,-0.8328209262227091,0.4000000000000007
2,0.3703703703703703,25979.194054218584,-0.8918897723631583,-0.5003825635320913,0.9838082942663386,-0.279156659551305,0.2784201819731642
6,0.0565065279923499,5214336.782560243,0.1382634276782555,-0.8712248148803741,-0.5568180824513052,0.1823611180232202,0.3220656670430372
2,0.4148936170212766,264796.1167736331,0.6033849218122147,-0.1426270930342907,0.8343534530251482,0.4497153502531439,0.258034141594506
4,0.4750841211344336,0.0130066999183348,-0.8323856686629663,-0.7087239422408325,0.5875853404225599,-0.1940001113507569,0.9964154176985895
4,0.1858660819699781,117578.46222239255,-0.3740038937716201,-0.8912244104185736,-0.1208297432850837,-0.7440664130195445,0.3833818948631697
2,0.2545454545454545,17212.820927027653,0.0021825521704317,0.7750660291754015,-0.293586878549535,-0.1111654011272895,0.4545248498584941
6,0.1334752186588921,11686.426117763676,0.4149541742057938,-0.5609815270649279,0.9763411806882,1.579449203921295,0.6912593673685091
6,0.4085648148148148,794.1582450521039,0.7182115577618198,0.5716401659987802,0.2626796488178706,1.2477119301573665,1.9026244804441403
2,0.3522727272727273,0.028836437168742,0.5733457320473296,0.026636477218825,0.9278943703168376,0.6393295952074198,0.4118064636949946
6,0.4050685255198488,0.2351549831642466,-0.9699129752455916,0.3909541998178567,0.489984387409663,-0.1293638952598205,1.4454060423840274
2,0.2222222222222222,885217.5905405409,0.7966508749330095,-0.2839411884878142,-0.6078186824977081,0.1724421827415794,0.4444444444444445
2,0.3666666666666666,49506.12957660963,0.4629864963257994,0.5298810312908016,0.4928371129316988,0.4853005972023279,0.6155435579550709
2,0.2222222222222222,8152624.291065236,-0.5083143522128639,-0.2467132194922565,-0.6379083710831122,-0.5369673914621695,0.3332888977760004
4,0.2121986851716581,191611.7033012058,0.6813126484782359,0.9908577893699816,-0.906228481656152,0.1680656214212021,0.7610166980209647
2,0.25,4955.229198704954,0.8668488974027468,0.0283109045894192,-0.3321527634452275,0.2673480669787595,0.5000000000000002
2,0.1111111111111111,0.200099409881621,0.2008561957380747,0.904364085524242,-0.0551450689993833,0.1486334370017136,0.2145441124646226
6,0.0675579075921025,4.062215865499885,-0.6177867146966307,-0.3568828920962115,-0.0570935943404471,-1.638253982435316,0.3770624692077653
2,0.3157894736842105,10.133944453801668,-0.9567165081819328,0.0357967995723551,-0.2226168894503519,-0.5396356773979666,0.4358151848935425
4,0.3070783448855282,184.9300312926912,-0.6899023591293694,-0.3426887198212989,0.1765584507930757,-0.8027686431768647,0.5250637231375916
4,0.3003892733564013,3178.4747136043334,-0.9160988500897153,0.1764032480848893,-0.7500445265571927,-1.5578207417056251,1.0046768913931248
6,0.3797559008224589,176085.0806149854,0.2470666926536247,-0.9635717388221012,0.2227508696059612,0.071681339790431,1.2215462682402127
2,0.4,10691063.96087096,-0.0364888922538764,-0.458974771398513,-0.9729253754885778,-0.7128540552988799,0.6996350364963502
4,0.0719517958412098,1967.4780545810968,0.6465857271611075,0.1212313111711533,0.3006579647920533,1.1946008430211277,0.2759167684421534
6,0.3730395994538006,5613.0353176976605,0.4857664725313739,-0.0264625747899684,0.2710517841462063,0.942065955759798,1.401254224894667
2,0.3857142857142857,35.35082783115978,0.971362318035913,-0.2656808247809732,-0.4664296976979836,-0.0090181847529936,0.6142480716167849
2,0.3488372093023256,19070.26257581872,-0.2129929496044693,-0.1462234809373301,-0.3621930915318998,-0.2915267451355552,0.5576884172047912
4,0.4989043097151205,3471983.27964014,0.3815422847911409,0.6751773128463685,-0.3026087336126266,-0.1354943121773395,1.4339537506110849
6,0.3439516333892191,1859412.1677268352,0.0806612218850302,-0.6317685062044447,0.91925090314487,0.9213250813397666,1.1838467866544142
2,0.0,5.208012314995842,0.5745537273151866,-0.6499355723898017,-0.2891407689255061,0.5745537273151866,-0.0
2,0.0,26122.53898657469,0.5740090522453603,0.0658793779784729,-0.3854290949266226,0.5740090522453603,-0.0
2,0.2857142857142857,2484303.059886372,-0.2511724525916203,0.5469310049334817,-0.901968716611165,-0.5628742647818876,0.5141043038553288
4,0.2393904320987654,3102833.3427794995,-0.6947783288460527,0.1125812526908358,-0.7500985131078981,-1.3844349746264475,0.8309948929203318
6,0.1822208504801097,2204.188131275493,-0.4088108898900411,0.7829043441267978,-0.3283246457910669,-1.037072092204136,0.8966456758031113
2,0.125,1131076.9831895786,-0.845188803080783,-0.0321400980334705,-0.356486993243408,-0.7331729721812552,0.1263697260547893
6,0.2243046875,400.3374841099613,-0.944199493875981,-0.7388689714773558,0.2993038120246662,-1.506847221937704,1.040972878861728
2,0.1052631578947368,0.5433491422782001,-0.4625826859171469,-0.975954611072842,0.2721766799061675,-0.3171247262515331,0.2012184675918726
4,0.4311111111111111,21334.86856068013,0.6974780007306707,-0.5824021931493208,-0.6743240167237028,-0.6734065902046712,1.3183107628314477
6,0.3403979238754325,145.4378542485533,-0.496068804200608,-0.4059817472959353,0.3057700447564928,-0.6063163971595377,1.0437348813154008
2,0.4583333333333333,129644.8794540026,0.9335247386420242,-0.0252315240344589,0.6712872313063591,0.5668431904046173,0.3350289971002901
4,0.1364550416546969,91.34197499539086,0.3649114131499791,-0.6705423815655231,-0.4809342139627104,0.2805638291853422,0.507966173891577
4,0.109599395313681,12725.7110654741,-0.1660270992250696,0.6853276091776146,0.7797016897834985,-0.0218900142562853,0.2375693122794138
6,0.0657115524781341,33.69903477184397,0.8684013907879002,-0.2693964198842784,0.4776047249788688,2.4459823255472632,0.3653942532830879
2,0.2619047619047619,197.5548478178663,-0.1453188786900114,-0.8670670111393337,0.3444059077732848,-0.1721108124544491,0.1907330800026667
2,0.0512820512820512,0.2551840902644128,-0.2179529021706674,0.7918405719039223,0.3141814476054498,-0.1634100728282076,0.1012771804613492
6,0.2253055555555555,9.868074860246187,-0.6714626316563992,0.9678298608198072,0.2304683058671968,-0.8204447361946948,1.0441558475341983
6,0.432625,155.831075527913,-0.3582747969322919,0.7028445959821537,-0.7667992162512469,-1.5112420897114738,1.931262599936994
4,0.3757088846880907,10.25602620494342,-0.9643231149195975,0.3573606817072094,0.9180064649683636,-0.2546675612588425,0.5573875107940147
4,0.2085096903541991,1.9866953288277056,0.6498825853310803,0.6646375629763017,0.6510484503551461,1.3018167514206938,0.660299305699165
6,0.3946939510815369,0.0186124245933121,0.0083623729622106,0.1977137462524076,0.6950353886020015,1.097798170967663,1.433289451697458
6,0.0536739249271137,13821.812776761504,0.8861698487589083,0.1839576517538093,-0.241975152186717,2.306600576852782,0.3073688002468758
4,0.0664,1388.5628046841075,0.907294751840312,0.6231943188667786,0.6294722842077796,1.74169020297246,0.25904235152969
2,0.0625,335.3506415857124,0.6437346599020042,-0.942027783094412,0.6863616970730244,0.6230421614664515,0.0938562287542489
4,0.0988321799307958,263843.20726248977,-0.155783498779005,0.8559690299394298,0.2161779487723514,-0.1617062095440834,0.3743172645747661
6,0.284698778896983,128678.431316014,-0.9998556293208904,-0.6367846534825021,0.4658755058103918,-1.1234588283769822,1.2194485104843862
6,0.1724641739132742,88.77518578323264,-0.6364817172751278,-0.0298163791871792,-0.2292451260518762,-1.506806699396673,0.8541962751907142
6,0.3868312757201646,3543306.6490441826,-0.2118571819831816,0.9674428682092492,-0.7041543570024915,-1.276262634724218,1.8570790859096544
6,0.1796647230320699,0.0171885976119494,0.7714506210255374,0.0132275202340503,-0.4523767445290227,1.1583121927186144,0.8847494349526599
4,0.0942081579329365,11339.927198937428,0.841947830068231,-0.8429373943145755,0.6884821893067383,1.5398284141372007,0.2516667868824855
2,0.3666666666666666,0.0456910198636489,-0.0819502120740782,-0.0467120087822823,-0.9614177876812476,-0.4809264705687406,0.4591495375856437
6,0.3986664162283997,0.4106265702067109,0.9832840919916336,-0.5422132446469177,-0.0988031283874766,0.6656098241199655,1.439690824670027
4,0.3017578125,284714.2554840572,0.0821835532009964,0.9713128886500816,-0.5880261698215814,-0.4313559056251898,1.0157449507408292
6,0.157274043590916,5.301399940477111,-0.5579036710619207,-0.5645550903951251,0.2014935196389229,-1.0754762009552483,0.7884555436623899
4,0.4489795918367347,27.84737184705647,0.7237765386927342,0.9445708521042236,0.3662285140616874,0.9990238837544188,1.382199242257528
4,0.28719723183391,10237.21311436064,0.5485712746767248,-0.4335625253634221,0.4180724912107998,0.7078323510652349,0.4848515745280251
4,0.2404856647280889,93.30838915266852,-0.7759472644996548,0.1989234938210169,0.7140576077518461,-0.6020094089310948,0.4797674761753708
2,0.2063492063492063,494456.655946537,0.5373810463225861,-0.5010703803067349,0.2039374182182296,0.3559857325461556,0.1770262934851958
2,0.45,5.647339981940949,-0.3971212022984247,-0.0695436238585187,-0.6112021458277657,-0.5055669313108819,0.6771001144994273
4,0.3310657596371882,5942.093957838771,-0.4164613199834648,0.7657562519917012,-0.1511133915560136,-0.4108205385866678,1.1071969123790186
2,0.0606060606060606,157.20181279597028,-0.725113869852616,-0.796395933169624,0.2831470424370794,-0.6543486042663591,0.0719276279453872
4,0.1296487603305785,226209.11677770445,-0.399597468788968,-0.7195981015905799,0.914892441015338,-0.4789721379380058,0.2734491983531817
2,0.3939393939393939,120489.80941811332,-0.0761355032698087,-0.378508010001056,-0.078628038855,-0.1521590486730908,0.2898098002095398
6,0.4429065743944637,8.439259171774804,0.5773162425187834,-0.643041523809831,-0.328817073228389,-0.4711695154201273,1.96518364141336
6,0.4474306649279976,0.0285137701673214,0.1020682792502263,-0.2705700403518665,-0.9728221020710124,-1.5123564928032236,1.4836986223194883
4,0.16884661117717,405980.3397311128,-0.4220631110949278,0.5763446599889468,-0.0690503372421988,-0.5954641657486646,0.6053273689297041
4,0.0816326530612244,20.097262108905348,-0.7475522166806017,0.4723942648944452,-0.1399096557353607,-1.2966199446981856,0.296242792257712
4,0.3017578125,483.5730918620935,-0.5467936219788772,0.8591593332709544,0.3126161182386959,-0.1717438232362331,0.4687548095462664
6,0.4856801872412524,2156909.8173058163,0.2553919474474868,0.6387497675451894,-0.8044415810003349,-0.5512458514036104,1.4989779802235734
6,0.214496401239067,3303.504317809842,-0.1470602101421561,0.0679787105793126,-0.6926364612889353,-0.9653291132672792,1.0144358553125383
6,0.154,137.55059963962083,-0.280138920623755,-0.8907366804617096,-0.4307276105185091,-1.0375254934702507,0.5493331333433352
2,0.2682926829268293,95.4300192862998,0.980969237999146,-0.2859489555337637,-0.4665665745201945,0.2241141153521646,0.5121756136577563
2,0.1587301587301587,54980.286804717856,0.978217608142658,-0.2035210456314107,-0.7896881571264258,0.4169776826604092,0.3174603174603175
6,0.153,11.24418769686254,0.3062261500388485,-0.8064541181750753,-0.3266084106626845,0.3470242674128436,0.7965801210128345
4,0.3469387755102041,1452824.4711504618,0.3339370837160136,-0.6707869674856333,0.5774019315216907,0.427580927627419,0.6125580085466946
2,0.2604166666666667,8853.972011794975,-0.1295301278104117,-0.2669908140602439,0.3509071338328322,-0.0502395028978589,0.2095674938291976
6,0.3064586674442338,5128397.973506644,0.5276645858534108,-0.0531101080440519,-0.7981189095925405,-0.5533247348133208,1.5475894693714982
6,0.4873308878532301,0.0266685219196723,0.3234789917892238,0.8624324158469436,0.2636452027716447,1.2651102758085424,1.497895299313062
4,0.4665850423426181,6510360.599891381,0.2502943301936582,0.8830744039806775,-0.7744742897670873,-0.6932311292173433,1.330425162995108
6,0.2732620590111107,57020.8189727616,-0.6516410546237872,-0.2435056850034518,0.6948787806916032,-0.3950206760944253,1.0725339812804648
6,0.4514750817088538,13.57128467101777,0.8260115173167992,0.8662523875226202,0.9500593896694896,2.6868048644619287,1.4843728095415138
2,0.0816326530612244,0.1194242984804788,-0.8914403828731965,-0.3481571557067617,0.8427442469603281,-0.633167887853854,0.1462677278173613
6,0.1287551206190259,593353.2407254381,-0.7609327440298965,-0.2330709713811434,0.165316463360301,-1.7420602792734723,0.508582087313349
6,0.4469902329075882,29126.51436092368,0.4406956447124621,-0.9094539589737138,-0.8595720675579435,-1.4215456411812857,1.4925337480963607
6,0.4132302442009707,116.76148835764478,0.8247747291506242,0.7122545618750402,0.8143097740590208,2.40135734954559,1.4526298496813697
6,0.2708525928605512,182.55184614292543,-0.2097877838664816,0.7493942308891492,0.3479898576793629,0.2425076852633044,1.1828137977994022
2,0.2608695652173913,0.7229060560909439,-0.7182278927570855,0.8243823821513889,0.909276679160657,-0.0142761760860001,0.3521745434751087
4,0.040532933008069,7.492618062224791,-0.3874367114197303,0.0601650277795915,-0.1474175405858968,-0.7360917950945371,0.1539251916927518
6,0.1845555555555555,0.2353234846940743,0.2214610470498539,0.063533572384034,0.1182586438967412,0.555033099434956,0.9039632545713072
2,0.12,40.68386068126248,0.4391055873342284,0.757893663213469,-0.4082645438207086,0.2558760654903608,0.21999600079984
2,0.4666666666666667,12270.359270609892,0.3894435554687252,-0.5805975926889291,-0.3034676525165893,-0.2084418603463752,0.6984419833948599
4,0.2684659090909091,1793.2970951338395,0.5696158420336583,0.8209348805076868,-0.3849664925557039,0.2720753402359791,0.9276603462024048
6,0.3861851851851852,0.0172399764246708,0.4347515509202329,0.084278293872152,-0.8856558291396066,-0.7312964373402774,1.4229391982714563
4,0.0065112371350556,134823.38067014198,0.8811410091456628,0.3759198732719355,-0.7646757773736375,1.720002472189133,0.0256245747279861
6,0.439488,473936.48911118,0.2524912582580041,0.8235890457870583,-0.0971417868619677,0.3053865776762206,1.8971872414237925
6,0.3338679107741653,16.646154983029327,0.186133234013198,0.6725084220584205,-0.4973901610824307,-0.4831469639580074,1.6495993762923893
2,0.3333333333333333,5.562736689015513,0.1277044517934034,-0.8832672606088372,0.0242704965066373,0.0010275189657684,0.5231007178297441
4,0.1356857802982566,12941.273484737834,-0.9271326078374365,-0.4537601331292651,0.4441035032924918,-1.395892254154282,0.2907876876471128
6,0.3592360402391019,277.0468017359294,0.4962007436290512,0.3259520222391938,0.881231232478576,1.7377154725174888,0.9201046668625732
2,0.0333333333333333,606853.9008188375,0.7770319743595635,-0.9198699345894992,0.2151764648260841,0.7335703745354046,0.0457153013841677
4,0.4689349112426035,54.83180431360879,0.0978802020284674,-0.3369905129159425,-0.0681756259450658,-0.1806851404486473,0.6112663161728372
4,0.086734693877551,523.794718739418,0.7846760113064977,-0.4641087278677787,-0.0380000143422312,1.2859664175766503,0.3366877644879191
2,0.2210526315789473,2.4735853612457785,-0.0798311114683958,0.7816510867593567,0.9180130724948614,0.2780956003377584,0.2953498390402486
6,0.123494,112211.64217948684,-0.1668259418722,-0.792993608117412,0.3142848622695693,-0.2177771341542736,0.6480584439112178
4,0.3858024691358024,58.03506973152706,0.4984791419172452,-0.6374598403451173,0.0282950297230075,0.1741590452189999,0.5491300464049492
6,0.0257178613203868,6719.279912585332,0.668994320788028,-0.3600946135907645,0.9062495380962026,2.040216812294825,0.1498161701253022
6,0.2100694444444444,412550.17111560254,-0.2634394127087081,-0.4873613033555777,-0.8425248265134648,-1.4516207428962695,1.113589842467292
2,0.0869565217391304,10.180667085957989,0.2310970803033303,-0.4523047834403335,-0.7308021814541805,0.0638156448410335,0.1739043484057585
2,0.1595744680851064,0.313021761130865,0.0527362298756755,-0.6701980299931947,0.7777528978329813,0.2047345137476053,0.2460783440763697
4,0.2007496876301541,3268.106776821768,-0.4508296994606349,-0.5322100604423892,0.8555780207208459,-0.3607685635049404,0.4257782594885543
2,0.1818181818181818,0.3675145715382389,0.0306640903866917,-0.3115277025695737,-0.486706090085772,-0.1203375113229134,0.2564005361791369
6,0.0350098619329388,447.7964476820204,0.2253777526091105,0.2282136758204511,-0.2980307251887135,0.5697333462125176,0.2033010523942516
2,0.3977272727272727,0.5712688190475319,-0.4169338896109971,0.4763816949979689,-0.0745869604380253,-0.1121904260451953,0.4846332018339913
2,0.5,585043.902838593,0.1415745257818887,0.0837825112435195,0.233346020888385,0.1498930351573467,0.3084054605587223
4,0.0754437869822485,8514.710072054268,-0.4687026754581291,-0.6096635120491429,0.5247337122090665,-0.7759070403626936,0.1717874444566258
2,0.0727272727272727,117.23458753635346,-0.9413211527383912,0.6099053469499469,-0.8448864574868009,-0.9272942879745236,0.1454545454545455
4,0.4487534626038781,12692.939178845709,-0.6738092882347257,-0.1084522066205735,-0.0886490289878703,-0.6633256517538169,0.5847660138406064
4,0.2320047590719809,2.960633513082189,0.92770203383022,-0.7353620809447823,-0.815135856009324,0.3421207012501078,0.8137836513957523
2,0.4375,22256.45012231824,0.2271927150049417,0.3670392443605197,-0.4962208297205339,-0.2469158429731877,0.6747341207750495
4,0.44,2648.2390900616447,0.9356123758235432,-0.2075897102586545,-0.5237532496895694,-0.3065328438279532,1.3198766687221883
2,0.2317073170731707,119246.85465839892,-0.8490245228370126,0.198042260224444,-0.0692647917731945,-0.5489112561297482,0.2244118684770609
6,0.2575102412380519,529630.107528545,0.3058992484505884,-0.5457086602372203,-0.8527072120787837,-0.7174702177712171,1.333612645773824
6,0.1707175925925926,5603086.920746096,0.5442441226733656,-0.1446967485054557,-0.8228379871795297,0.3323179611711808,0.9266190185365424
6,0.402,10961797.74723827,-0.4369925081174945,0.1405262667006985,-0.907494044500256,-2.0641788017936102,1.9093421963979305
2,0.2197802197802197,92.4501966500574,0.96690643510656,0.5219878794820505,-0.6353976462088637,0.3081702349984624,0.4065326047860546
2,0.4242424242424242,52.147946028034426,0.2784577593624515,0.0075849261904852,0.4064247869654775,0.2315499821852539,0.2581893734855303
6,0.043408431711785,63.5668243828294,0.2868086088383967,0.3474140226040276,0.1463969048519,0.8255602173620844,0.2504648953172912
4,0.310445580715851,827449.0411464736,0.1358068039582656,-0.1481783591211936,-0.5166191381694569,-0.4423928344013778,1.0533844495680096
2,0.2241379310344827,0.2445402949667092,-0.8895691970490043,-0.3343536456732427,-0.2266131703821567,-0.6250630391633185,0.363466792871983
2,0.0967741935483871,52.91916096678278,-0.6220188483053137,-0.5424287107726802,-0.756250049635379,-0.6479990808208103,0.1935483870967743
2,0.4583333333333333,185.9078529816568,-0.5448917793693964,0.7282455574023177,0.2366658670966812,0.074992143452336,0.2507959153137226
2,0.4722222222222222,278.4401941264599,0.6053660111332775,0.1675178485240451,-0.2075796633989444,-0.0138023731133705,0.6942622231333286
2,0.2916666666666667,1126.2992132495312,0.1649269391087722,0.7308441868503868,0.3875254386564224,0.2998131148115476,0.4998833566620022
4,0.4438775510204081,0.037322432373325,-0.6146519907155492,-0.4028842911578121,-0.3022366903883917,-0.8325349219474889,1.0108446108306843
2,0.3484848484848485,2140371.934912436,-0.6869046300541435,-0.7604051608073434,-0.4876789705767228,-0.6545103785912004,0.2458219957053362
6,0.3674074074074074,34.06456572879989,0.3701957665312461,0.4616464961367303,0.4100917078768415,1.2031440984483175,1.4139009827663818
2,0.5,39.98951529178356,-0.3533226571554122,-0.4583125232512397,0.1033798070431994,-0.3035021360173754,0.2009347548499252
2,0.4477611940298507,10374409.213165112,-0.7055769203294717,0.6696155494350124,0.3793472773389976,0.0235583733196148,0.2853498419075068
2,0.5,325694.98081187345,0.8958633657648727,-0.156186993379302,0.7721688128699316,0.5207473716065084,0.3750874912508748
2,0.4,106204.66493154524,-0.4363377551899008,0.1184159515935521,0.627888361892273,0.2576837763618896,0.6000133324445035
2,0.1612903225806451,29.284074163345288,0.9617206746646728,-0.7588123993273979,-0.4968888224045154,0.4912014820617088,0.3225806451612905
2,0.1546391752577319,23.59107860886102,0.6883198144182168,-0.6554459123604115,0.8940346790641409,0.6107213464387137,0.1483599507950443
6,0.25856,82262.43684722252,-0.6637851081455972,-0.2423084642725244,-0.7455989483505345,-2.031941636183079,1.2562454236384228
4,0.3637370242214532,0.1581338283525531,0.688047336587778,0.5056270784381858,-0.1511873702176607,0.5448190576451893,0.9338859077807358
4,0.0473372781065088,329.6152094126158,-0.9140734053154596,-0.0832760817958888,-0.8785749665320062,-1.821425212754763,0.1893491124260372
2,0.3333333333333333,22.75419036414912,0.543502160713744,0.4354743962895364,0.3587165246197694,0.4319174475803667,0.5779188248371833
6,0.1235422740524781,0.1020721051742433,-0.3142326492641187,-0.5743747817282525,-0.3107406357640412,-0.9527455928945544,0.6466458166092731
6,0.0408549584996264,0.9563512405554178,-0.8569550934290184,-0.5499776939742234,-0.2315892748833135,-2.422439692409371,0.2348088871314842
2,0.3636363636363636,95.98167001906415,-0.7139815791581421,-0.2257389318719569,0.6531115636958766,-0.2298382943837445,0.2730260000277614
4,0.1348879743941472,31556.7095465928,0.919623427530313,-0.1692742860005396,-0.1436515601628831,1.2865087196870877,0.499164760859747
4,0.2857142857142857,46064.38579486348,0.2015761847698605,-0.6456512252098485,0.870996062346431,0.4769697101328478,0.5104575907383461
4,0.1503096265715894,10808030.300939951,0.2408765540474973,-0.0818963127227301,-0.2208411215891013,0.2167374837686497,0.5593287096063541
4,0.3015407986111111,207872.73246101348,-0.4303612228906417,0.96581426693521,0.1279921892442128,-0.1613378858656075,1.0206738863349636
2,0.2,6.684256555746268,0.2684442991383491,0.4529264313587533,-0.7278902924602666,-0.1300729501554752,0.3999847623401236
2,0.4492753623188406,1030.7298236416218,-0.2098639496872822,0.3609416379873063,0.710126306940627,0.2217062793244669,0.2759609227474003
2,0.1382978723404255,1025407.1587992372,0.5767001065357171,0.064082366945203,-0.3069978491455229,0.3322730124111188,0.2765957446808511
2,0.1647058823529411,17847.330918571253,-0.6213765478851558,0.7911867390711902,-0.6559805273281667,-0.5977743529216607,0.2821694484632481
2,0.0897435897435897,6353848.344036641,0.7352241271103703,0.8717038245861644,-0.9813187117017677,0.4271266945030637,0.1794871794871794
6,0.0688499264762131,1239022.798884467,0.0781193781529443,0.592671527323271,-0.3522059045088184,0.0687038061242188,0.3954834561977489
4,0.48921875,0.015474521124871,0.454070156652264,-0.0426445661513201,0.5431320700126563,0.7592957053445814,0.9992307163567284
4,0.0442401608733122,209.37945345343937,0.1650663109701164,-0.5296373780185322,-0.2165247958647957,0.2626557686436179,0.1755075012001336
2,0.1379310344827586,90854.20439591976,-0.5275445639945908,-0.1423554570730831,-0.3984619957430333,-0.4904730524310737,0.2528344905731462
4,0.0251020408163265,40016.23243747237,-0.9678079696480936,-0.0630657522288742,0.2783659362824291,-1.8223234956824927,0.0855006957792116
2,0.0,4.621151232927405,-0.7451263745903691,0.3401446599349942,0.804003796411829,-0.7451263745903691,0.0
2,0.238095238095238,10.843528002713938,0.1326561526905849,-0.8209042039144872,-0.140259064080197,-0.039352171964332,0.2699328765260935
6,0.0944914393131128,580122.4394484176,-0.5969441273836711,-0.3911194944226921,-0.0684166733543145,-1.5160366924374795,0.5085573166319863
4,0.2346938775510204,0.1297343557095857,0.6022718428613889,-0.3335616581362866,-0.067635852432206,0.6170316734709406,0.7339102563230487
6,0.3536046334400244,630.5837852780575,-0.1409231352964759,0.250554165300872,-0.9751449801495966,-1.742510368967952,1.684555410988131
6,0.1434663167821558,1.6587186042241746,-0.5616995339526194,-0.9459469714164016,-0.4753159976547603,-1.6482686303049623,0.7260481070377418
4,0.2905044962658131,9.65253651110358,-0.9929681028954728,0.5285927952134744,0.487352179639043,-0.7253352195612638,0.5233350597459738
