d,L,x,T,w_AA,w_BB,w_AB,U,z,N,beta,x_actual,U_hat,m_AB_hat,m_AB_hat_fixed
3,99,0.4856800433128586,0.0053803672424005,0.2553919474474868,0.6387497675451894,-0.8044415810003349,-534873.2983710717,6,970299,2156909.8173058163,0.4856801872412524,-0.5512458514036104,427382.5865904323,427382.5865904323
3,56,0.2144979831106454,3.512926216950769,-0.1470602101421561,0.0679787105793126,-0.6926364612889353,-169527.2375555465,6,175616,3303.504317809842,0.214496401239067,-0.9653291132672792,259574.4111668227,259574.4111668227
3,10,0.1537419357942653,84.36871199579637,-0.280138920623755,-0.8907366804617096,-0.4307276105185091,-1037.5254934702507,6,1000,137.55059963962083,0.154,-1.0375254934702507,-6698.996235355041,-6698.996235355041
1,41,0.2801453332421136,121.60708980921588,0.980969237999146,-0.2859489555337637,-0.4665665745201945,9.188678729438749,2,41,95.4300192862998,0.2682926829268293,0.2241141153521646,-10.499765202995931,-10.499765202995931
1,63,0.160401648578751,0.2110750525377114,0.978217608142658,-0.2035210456314107,-0.7896881571264258,26.269594007605782,2,63,54980.286804717856,0.1587301587301587,0.4169776826604092,-21.64669939919408,-21.64669939919408
3,30,0.1530018904265469,1032.0858419219016,0.3062261500388485,-0.8064541181750753,-0.3266084106626845,9369.655220146778,6,27000,11.24418769686254,0.153,0.3470242674128436,-122482.74389450376,-122482.74389450376
2,7,0.3512924814410901,0.0079878658133109,0.3339370837160136,-0.6707869674856333,0.5774019315216907,20.95146545374353,4,49,1452824.4711504618,0.3469387755102041,0.427580927627419,28.13085381944316,28.13085381944316
1,96,0.2632838659403931,1.3107074328204902,-0.1295301278104117,-0.2669908140602439,0.3509071338328322,-4.822992278194461,2,96,8853.972011794975,0.2604166666666667,-0.0502395028978589,-8.481318009716661,-8.481318009716661
3,19,0.3064893448303332,0.0022628834551834,0.5276645858534108,-0.0531101080440519,-0.7981189095925405,-3795.254356084567,6,6859,5128397.973506644,0.3064586674442338,-0.5533247348133208,3666.5226203861903,3666.5226203861903
3,73,0.4873315220154831,435155.9850523147,0.3234789917892238,0.8624324158469436,0.2636452027716447,492149.40416421177,6,389017,0.0266685219196723,0.4873308878532301,1.2651102758085424,-1494479.0531046027,-1494479.0531046027
2,99,0.4666122436646057,0.0017825382707738,0.2502943301936582,0.8830744039806775,-0.7744742897670873,-6794.358297459182,4,9801,6510360.599891381,0.4665850423426181,-0.6932311292173433,5066.849729392666,5066.849729392666
3,62,0.273262391109787,0.203521575714089,-0.6516410546237872,-0.2435056850034518,0.6948787806916032,-94144.4876922322,6,238328,57020.8189727616,0.2732620590111107,-0.3950206760944253,-82404.21037429901,-82404.21037429901
3,67,0.4514760158125644,855.1118930271437,0.8260115173167992,0.8662523875226202,0.9500593896694896,808091.4914501631,6,300763,13.57128467101777,0.4514750817088538,2.6868048644619287,7775511.263403857,7775511.263403857
1,98,0.078298013195186,97174.25242184877,-0.8914403828731965,-0.3481571557067617,0.8427442469603281,-62.050453009677696,2,98,0.1194242984804788,0.0816326530612244,-0.633167887853854,-41.84722199482104,-41.84722199482104
3,26,0.1287497825456857,0.0195582768059983,-0.7609327440298965,-0.2330709713811434,0.165316463360301,-30618.45146851055,6,17576,593353.2407254381,0.1287551206190259,-1.7420602792734723,-46226.06923469725,-46226.06923469725
3,55,0.4469884603320083,0.398433083411229,0.4406956447124621,-0.9094539589737138,-0.8595720675579435,-236509.6560515364,6,166375,29126.51436092368,0.4469902329075882,-1.4215456411812857,378297.9040273501,378297.9040273501
3,98,0.4132304479268576,99.3903648290078,0.8247747291506242,0.7122545618750402,0.8143097740590208,2260138.326533513,6,941192,116.76148835764478,0.4132302442009707,2.40135734954559,49353196.80170739,49353196.80170739
3,99,0.270852788176353,63.57080013728471,-0.2097877838664816,0.7493942308891492,0.3479898576793629,235304.96450329904,6,970299,182.55184614292543,0.2708525928605512,0.2425076852633044,3009527.3569412823,3009527.3569412823
1,23,0.2815938687850411,16053.215805933598,-0.7182278927570855,0.8243823821513889,0.909276679160657,-0.3283520499780025,2,23,0.7229060560909439,0.2608695652173913,-0.0142761760860001,-0.0146510595910768,-0.0146510595910768
2,73,0.0405186883240103,1548.8533953642348,-0.3874367114197303,0.0601650277795915,-0.1474175405858968,-3922.6331760587886,4,5329,7.492618062224791,0.040532933008069,-0.7360917950945371,-241819.07409605745,-241819.07409605745
3,60,0.1845567428285094,49314.95443784955,0.2214610470498539,0.063533572384034,0.1182586438967412,119887.14947795052,6,216000,0.2353234846940743,0.1845555555555555,0.555033099434956,-4946087.933357428,-4946087.933357428
1,50,0.1230562769333178,285.2474355067559,0.4391055873342284,0.757893663213469,-0.4082645438207086,12.79380327451804,2,50,40.68386068126248,0.12,0.2558760654903608,-12.233692354342738,-12.233692354342738
1,90,0.4618361556374003,0.9457723828543972,0.3894435554687252,-0.5805975926889291,-0.3034676525165893,-18.75976743117377,2,90,12270.359270609892,0.4666666666666667,-0.2084418603463752,89.93442737738854,89.93442737738854
2,88,0.2684066842280584,6.471301914966937,0.5696158420336583,0.8209348805076868,-0.3849664925557039,2106.9514347874224,4,7744,1793.2970951338395,0.2684659090909091,0.2720753402359791,-1949.2646525928085,-1949.2646525928085
3,60,0.3861839924972931,673142.8535619823,0.4347515509202329,0.084278293872152,-0.8856558291396066,-157960.0304654999,6,216000,0.0172399764246708,0.3861851851851852,-0.7312964373402774,137936.572747401,137936.572747401
2,69,0.0065362795331876,0.0860753295768254,0.8811410091456628,0.3759198732719355,-0.7646757773736375,8188.931770092462,4,4761,134823.38067014198,0.0065112371350556,1.720002472189133,-5876.4998017549215,-5876.4998017549215
3,25,0.4394747437444418,0.024486333490819,0.2524912582580041,0.8235890457870583,-0.0971417868619677,4771.665276190947,6,15625,473936.48911118,0.439488,0.3053865776762206,-7509.903129361867,-7509.903129361867
3,19,0.3338607625247282,697.1560061573059,0.186133234013198,0.6725084220584205,-0.4973901610824307,-3313.9050257879726,6,6859,16.646154983029327,0.3338679107741653,-0.4831469639580074,3577.113706019417,3577.113706019417
1,6,0.3713202256895943,2086.1974194752142,0.1277044517934034,-0.8832672606088372,0.0242704965066373,0.0061651137946106,2,6,5.562736689015513,0.3333333333333333,0.0010275189657684,0.5358791546861753,0.5358791546861753
2,69,0.1356430547357939,0.8967407218099878,-0.9271326078374365,-0.4537601331292651,0.4441035032924918,-6645.843022028536,4,4761,12941.273484737834,0.1356857802982566,-1.395892254154282,-5856.170248847756,-5856.170248847756
3,19,0.3593087774035582,41.88811007067925,0.4962007436290512,0.3259520222391938,0.881231232478576,11918.990425997456,6,6859,277.0468017359294,0.3592360402391019,1.7377154725174888,25348.42576598654,25348.42576598654
1,90,0.0324479479245031,0.0191231644225826,0.7770319743595635,-0.9198699345894992,0.2151764648260841,66.02133370818642,2,90,606853.9008188375,0.0333333333333333,0.7335703745354046,227.8503245026213,227.8503245026213
2,26,0.469547625053542,211.6466359463573,0.0978802020284674,-0.3369905129159425,-0.0681756259450658,-122.1431549432856,4,676,54.83180431360879,0.4689349112426035,-0.1806851404486473,-2373.144799433512,-2373.144799433512
2,14,0.0860491693322304,22.15556306824392,0.7846760113064977,-0.4641087278677787,-0.0380000143422312,252.04941784502347,4,196,523.794718739418,0.086734693877551,1.2859664175766503,-1264.3336154175097,-1264.3336154175097
1,95,0.2223208190985643,4691.557084571207,-0.0798311114683958,0.7816510867593567,0.9180130724948614,26.419082032087047,2,95,2.4735853612457785,0.2210526315789473,0.2780956003377584,46.39100181154216,46.39100181154216
3,100,0.1234942417283858,0.1034203465918596,-0.1668259418722,-0.792993608117412,0.3142848622695693,-217777.1341542736,6,1000000,112211.64217948684,0.123494,-0.2177771341542736,-274210.3654121051,-274210.3654121051
2,36,0.3858358461391876,199.9647278710852,0.4984791419172452,-0.6374598403451173,0.0282950297230075,225.71012260382392,4,1296,58.03506973152706,0.3858024691358024,0.1741590452189999,2306.9876386504443,2306.9876386504443
3,86,0.0257176329669352,1.727114672527327,0.668994320788028,-0.3600946135907645,0.9062495380962026,1297692.1447609973,6,636056,6719.279912585332,0.0257178613203868,2.040216812294825,1726111.6809901074,1726111.6809901074
3,12,0.2102722345014608,0.0281298318080018,-0.2634394127087081,-0.4873613033555777,-0.8425248265134648,-2508.400643724754,6,1728,412550.17111560254,0.2100694444444444,-1.4516207428962695,5367.882389456523,5367.882389456523
1,23,0.103854306840928,1139.9024079523026,0.2310970803033303,-0.4523047834403335,-0.7308021814541805,1.467759831343771,2,23,10.180667085957989,0.0869565217391304,0.0638156448410335,-2.089797630220218,-2.089797630220218
1,94,0.1635806503371316,37073.99410161957,0.0527362298756755,-0.6701980299931947,0.7777528978329813,19.2450442922749,2,94,0.313021761130865,0.1595744680851064,0.2047345137476053,17.77078493930947,17.77078493930947
2,98,0.2007365853436264,3.550975447971772,-0.4508296994606349,-0.5322100604423892,0.8555780207208459,-3464.821283901448,4,9604,3268.106776821768,0.2007496876301541,-0.3607685635049404,-2571.369867482945,-2571.369867482945
1,11,0.1711819339692332,31576.88925712921,0.0306640903866917,-0.3115277025695737,-0.486706090085772,-1.3237126245520483,2,11,0.3675145715382389,0.1818181818181818,-0.1203375113229134,3.731608395532723,3.731608395532723
3,78,0.0350100904792259,25.91571904135544,0.2253777526091105,0.2282136758204511,-0.2980307251887135,270368.0989118426,6,474552,447.7964476820204,0.0350098619329388,0.5697333462125176,-515155.8728405954,-515155.8728405954
1,88,0.3957228495754131,20314.371341311875,-0.4169338896109971,0.4763816949979689,-0.0745869604380253,-9.872757491977188,2,88,0.5712688190475319,0.3977272727272727,-0.1121904260451953,94.0565467390294,94.0565467390294
1,36,0.4910286548680204,0.0198360616520192,0.1415745257818887,0.0837825112435195,0.233346020888385,5.396149265664481,2,36,585043.902838593,0.5,0.1498930351573467,43.78536592812249,43.78536592812249
2,26,0.0750263862602219,1.3629315417247596,-0.4687026754581291,-0.6096635120491429,0.5247337122090665,-524.5131592851809,4,676,8514.710072054268,0.0754437869822485,-0.7759070403626936,-492.1009629337141,-492.1009629337141
1,55,0.065492910914134,98.98927585893249,-0.9413211527383912,0.6099053469499469,-0.8448864574868009,-51.00118583859881,2,55,117.23458753635346,0.0727272727272727,-0.9272942879745236,73.87259332512683,73.87259332512683
2,38,0.4484600395326834,0.9142852386140256,-0.6738092882347257,-0.1084522066205735,-0.0886490289878703,-957.8422411325116,4,1444,12692.939178845709,0.4487534626038781,-0.6633256517538169,-3163.834295137854,-3163.834295137854
2,41,0.2317850842186918,3919.758009414285,0.92770203383022,-0.7353620809447823,-0.815135856009324,575.1048988014313,4,1681,2.960633513082189,0.2320047590719809,0.3421207012501078,-629.8886190246321,-629.8886190246321
1,80,0.4340521520451605,0.521420391035634,0.2271927150049417,0.3670392443605197,-0.4962208297205339,-19.753267437855023,2,80,22256.45012231824,0.4375,-0.2469158429731877,25.26246453196598,25.26246453196598
2,5,0.4369706495762773,4.382144712460281,0.9356123758235432,-0.2075897102586545,-0.5237532496895694,-7.66332109569883,4,25,2648.2390900616447,0.44,-0.3065328438279532,9.6067450537907,9.6067450537907
1,82,0.2319242694863478,0.0973188513784157,-0.8490245228370126,0.198042260224444,-0.0692647917731945,-45.01072300263935,2,82,119246.85465839892,0.2317073170731707,-0.5489112561297482,-173.3011196109581,-173.3011196109581
3,26,0.2575360614934335,0.0219114562425415,0.3058992484505884,-0.5457086602372203,-0.8527072120787837,-12610.256547546913,6,17576,529630.107528545,0.2575102412380519,-0.7174702177712171,17208.615207473922,17208.615207473922
3,12,0.170719683145698,0.0020711738172177,0.5442441226733656,-0.1446967485054557,-0.8228379871795297,574.2454369038005,6,1728,5603086.920746096,0.1707175925925926,0.3323179611711808,-560.2963098669356,-560.2963098669356
3,10,0.4019245962403961,0.0010586736950851,-0.4369925081174945,0.1405262667006985,-0.907494044500256,-2064.17880179361,6,1000,10961797.74723827,0.402,-2.0641788017936102,2717.8592329050102,2717.8592329050102
1,91,0.2174772033033782,125.52668730139534,0.96690643510656,0.5219878794820505,-0.6353976462088637,28.04349138486008,2,91,92.4501966500574,0.2197802197802197,0.3081702349984624,-19.6937867060863,-19.6937867060863
1,66,0.4176732903219659,222.5392908017029,0.2784577593624515,0.0075849261904852,0.4064247869654775,15.282298824226762,2,66,52.147946028034426,0.4242424242424242,0.2315499821852539,57.39771876871095,57.39771876871095
3,68,0.043408895625466,182.5632637545912,0.2868086088383967,0.3474140226040276,0.1463969048519,259582.5502655949,6,314432,63.5668243828294,0.043408431711785,0.8255602173620844,-1520561.0389044974,-1520561.0389044974
2,37,0.310174270836238,0.0140249928983723,0.1358068039582656,-0.1481783591211936,-0.5166191381694569,-605.6357902954862,4,1369,827449.0411464736,0.310445580715851,-0.4423928344013778,1186.6996297575415,1186.6996297575415
1,58,0.2187096822844987,47456.25634999794,-0.8895691970490043,-0.3343536456732427,-0.2266131703821567,-36.25365627147247,2,58,0.2445402949667092,0.2241379310344827,-0.6250630391633185,-92.09470096005197,-92.09470096005197
1,31,0.0849402353052885,219.296124765256,-0.6220188483053137,-0.5424287107726802,-0.756250049635379,-20.08797150544512,2,31,52.91916096678278,0.0967741935483871,-0.6479990808208103,111.90066257082172,111.90066257082172
1,72,0.4645552255661619,62.42322064248306,-0.5448917793693964,0.7282455574023177,0.2366658670966812,5.3994343285681925,2,72,185.9078529816568,0.4583333333333333,0.074992143452336,36.97387828761592,36.97387828761592
1,36,0.4611942175373849,41.67849028496799,0.6053660111332775,0.1675178485240451,-0.2075796633989444,-0.496885432081339,2,36,278.4401941264599,0.4722222222222222,-0.0138023731133705,1.507503803028001,1.507503803028001
1,24,0.2971815066279111,10.303626948617236,0.1649269391087722,0.7308441868503868,0.3875254386564224,7.195514755477143,2,24,1126.2992132495312,0.2916666666666667,0.2998131148115476,-113.7427845965594,-113.7427845965594
2,14,0.4430089460283193,310938.1191923208,-0.6146519907155492,-0.4028842911578121,-0.3022366903883917,-163.17684470170784,4,196,0.037322432373325,0.4438775510204081,-0.8325349219474889,-785.0404291723006,-785.0404291723006
1,66,0.3534552846382814,0.0054219394006019,-0.6869046300541435,-0.7604051608073434,-0.4876789705767228,-43.19768498701923,2,66,2140371.934912436,0.3484848484848485,-0.6545103785912004,-180.04025860656827,-180.04025860656827
3,15,0.3675208508479745,340.6756163643924,0.3701957665312461,0.4616464961367303,0.4100917078768415,4060.6113322630713,6,3375,34.06456572879989,0.3674074074074074,1.2031440984483175,-696363.881570545,-696363.881570545
1,50,0.4999909272413249,290.200239767064,-0.3533226571554122,-0.4583125232512397,0.1033798070431994,-15.17510680086877,2,50,39.98951529178356,0.5,-0.3035021360173754,-29.00503673139352,-29.00503673139352
1,67,0.4512292927139745,0.0011186147266215,-0.7055769203294717,0.6696155494350124,0.3793472773389976,1.578411012414196,2,67,10374409.213165112,0.4477611940298507,0.0235583733196148,4.198622464834205,4.198622464834205
1,8,0.441356872335504,0.0356313962742566,0.8958633657648727,-0.156186993379302,0.7721688128699316,4.165978972852067,2,8,325694.98081187345,0.5,0.5207473716065084,9.43537611842195,9.43537611842195
1,5,0.39719448592448,0.1092698417091594,-0.4363377551899008,0.1184159515935521,0.627888361892273,1.2884188818094484,2,5,106204.66493154524,0.4,0.2576837763618896,1.909965762994223,1.909965762994223
1,31,0.1669843625883846,396.2893571813902,0.9617206746646728,-0.7588123993273979,-0.4968888224045154,15.227245943912974,2,31,29.284074163345288,0.1612903225806451,0.4912014820617088,-24.30550967288916,-24.30550967288916
1,97,0.1536971293514657,491.9218454676901,0.6883198144182168,-0.6554459123604115,0.8940346790641409,59.239970604555225,2,97,23.59107860886102,0.1546391752577319,0.6107213464387137,66.95487891179486,66.95487891179486
3,25,0.2585298488282839,0.1410724915358022,-0.6637851081455972,-0.2423084642725244,-0.7455989483505345,-31749.08806536061,6,15625,82262.43684722252,0.25856,-2.031941636183079,108518.84808729164,108518.84808729164
2,85,0.3636725669030612,73386.99787860345,0.688047336587778,0.5056270784381858,-0.1511873702176607,3936.317691486493,4,7225,0.1581338283525531,0.3637370242214532,0.5448190576451893,-5260.62166935111,-5260.62166935111
2,13,0.0471982774427207,35.20761965603669,-0.9140734053154596,-0.0832760817958888,-0.8785749665320062,-307.82086095555496,4,169,329.6152094126158,0.0473372781065088,-1.821425212754763,805.6625161072876,805.6625161072876
1,93,0.3359603144744304,510.0144957971666,0.543502160713744,0.4354743962895364,0.3587165246197694,40.16832262497411,2,93,22.75419036414912,0.3333333333333333,0.4319174475803667,-303.2828461939494,-303.2828461939494
3,14,0.1236844815254047,113693.81385868232,-0.3142326492641187,-0.5743747817282525,-0.3107406357640412,-2614.3339069026574,6,2744,0.1020721051742433,0.1235422740524781,-0.9527455928945544,-19565.99681995849,-19565.99681995849
3,81,0.0408555996334713,12134.628401908563,-0.8569550934290184,-0.5499776939742234,-0.2315892748833135,-1287383.7725737286,6,531441,0.9563512405554178,0.0408549584996264,-2.422439692409371,-2728212.892706059,-2728212.892706059
1,33,0.3691619250529453,120.90815802162275,-0.7139815791581421,-0.2257389318719569,0.6531115636958766,-7.584663714663571,2,33,95.98167001906415,0.3636363636363636,-0.2298382943837445,-6.276404087583708,-6.276404087583708
2,81,0.1348716800232102,0.3677495877290305,0.919623427530313,-0.1692742860005396,-0.1436515601628831,8440.783709866982,4,6561,31556.7095465928,0.1348879743941472,1.2865087196870877,-16266.023853375696,-16266.023853375696
2,7,0.279637075408678,0.2519292665167437,0.2015761847698605,-0.6456512252098485,0.870996062346431,23.37151579650954,4,49,46064.38579486348,0.2857142857142857,0.4769697101328478,21.456333775640804,21.456333775640804
2,73,0.1503216778721977,0.0010737356023914,0.2408765540474973,-0.0818963127227301,-0.2208411215891013,1154.9940510031345,4,5329,10808030.300939951,0.1503096265715894,0.2167374837686497,-3844.452947943261,-3844.452947943261
2,96,0.3014944686113015,0.0558272688700081,-0.4303612228906417,0.96581426693521,0.1279921892442128,-1486.8899561374394,4,9216,207872.73246101348,0.3015407986111111,-0.1613378858656075,10640.700906323009,10640.700906323009
1,15,0.1907499528989461,1736.164198525234,0.2684442991383491,0.4529264313587533,-0.7278902924602666,-1.951094252332129,2,15,6.684256555746268,0.2,-0.1300729501554752,2.0728324778672675,2.0728324778672675
1,69,0.4498202965740089,11.258980442462908,-0.2098639496872822,0.3609416379873063,0.710126306940627,15.29773327338822,2,69,1030.7298236416218,0.4492753623188406,0.2217062793244669,24.03316994129077,24.03316994129077
1,94,0.135945947253213,0.0113174233535036,0.5767001065357171,0.064082366945203,-0.3069978491455229,31.23366316664517,2,94,1025407.1587992372,0.1382978723404255,0.3322730124111188,-48.97735343837816,-48.97735343837816
1,85,0.1588500202987507,0.6502354317736427,-0.6213765478851558,0.7911867390711902,-0.6559805273281667,-50.81081999834116,2,85,17847.330918571253,0.1647058823529411,-0.5977743529216607,68.05652501962165,68.05652501962165
1,78,0.0912959615310577,0.0018264469495461,0.7352241271103703,0.8717038245861644,-0.9813187117017677,33.31588217123897,2,78,6353848.344036641,0.0897435897435897,0.4271266945030637,-18.24782932585285,-18.24782932585285
3,98,0.0688498743317241,0.0093662254934232,0.0781193781529443,0.592671527323271,-0.3522059045088184,64663.47269366581,6,941192,1239022.798884467,0.0688499264762131,0.0687038061242188,-94041.60037409163,-94041.60037409163
2,80,0.4892666008594952,749940.294255209,0.454070156652264,-0.0426445661513201,0.5431320700126563,4859.492514205321,4,6400,0.015474521124871,0.48921875,0.7592957053445814,14400.690006901114,14400.690006901114
2,59,0.044278739900188,55.42552879203551,0.1650663109701164,-0.5296373780185322,-0.2165247958647957,914.304730648434,4,3481,209.37945345343937,0.0442401608733122,0.2626557686436179,-26695.55367578408,-26695.55367578408
1,87,0.1363127763828741,0.1277317544411345,-0.5275445639945908,-0.1423554570730831,-0.3984619957430333,-42.67115556150342,2,87,90854.20439591976,0.1379310344827586,-0.4904730524310737,664.3901995900462,664.3901995900462
2,70,0.0250786261160795,0.2900064853426089,-0.9678079696480936,-0.0630657522288742,0.2783659362824291,-8929.385128844217,4,4900,40016.23243747237,0.0251020408163265,-1.8223234956824927,-11246.489639381509,-11246.489639381509
1,25,0.00142781142058,2511.2718326884865,-0.7451263745903691,0.3401446599349942,0.804003796411829,-18.628159364759227,2,25,4.621151232927405,0.0,-0.7451263745903691,-17.767638331437215,-17.767638331437215
1,84,0.2374755007329929,1070.2205889946288,0.1326561526905849,-0.8209042039144872,-0.140259064080197,-3.3055824450038926,2,84,10.843528002713938,0.238095238095238,-0.039352171964332,-15.751605344159325,-15.751605344159325
3,54,0.0944919701470726,0.0200043406989709,-0.5969441273836711,-0.3911194944226921,-0.0684166733543145,-238721.2017379753,6,157464,580122.4394484176,0.0944914393131128,-1.5160366924374795,-560881.0594152844,-560881.0594152844
2,14,0.2339378610174785,89451.76366252842,0.6022718428613889,-0.3335616581362866,-0.067635852432206,120.93820800030436,4,196,0.1297343557095857,0.2346938775510204,0.6170316734709406,-594.942180318389,-594.942180318389
3,27,0.3536028755591763,18.40352891523689,-0.1409231352964759,0.250554165300872,-0.9751449801495966,-34297.8315923962,6,19683,630.5837852780575,0.3536046334400244,-1.742510368967952,33300.13555762414,33300.13555762414
3,29,0.1434851641525958,6996.344585688303,-0.5616995339526194,-0.9459469714164016,-0.4753159976547603,-40199.62362450772,6,24389,1.6587186042241746,0.1434663167821558,-1.6482686303049623,-144332.94795827908,-144332.94795827908
2,81,0.2905097172210564,1202.2712281372617,-0.9929681028954728,0.5285927952134744,0.487352179639043,-4758.924375541452,4,6561,9.65253651110358,0.2905044962658131,-0.7253352195612638,-6612.312840123136,-6612.312840123136
2,100,0.048163274823828,0.1378986635785568,0.351867938137024,0.4735801007160873,-0.0592401835586948,6271.737410785539,4,10000,84155.76064834926,0.0482,0.627173741078554,-13287.071142666238,-13287.071142666238
1,49,0.1231684459586497,0.0118635749529197,-0.7397061923284671,0.4070416808923103,0.8676657451940977,-22.09979181800809,2,49,978201.5094015322,0.1224489795918367,-0.4510161595511855,-20.79356412066292,-20.79356412066292
3,79,0.4945377400975581,14.8844383024831,-0.8621820662578457,0.3676858028426115,0.9193693251354236,485289.6160290311,6,493039,779.671136391372,0.4945369433249702,0.9842824117950733,415980.7270869871,415980.7270869871
1,29,0.2189102419321223,0.0278869213399044,0.2676545136552162,0.9144720656145348,-0.4998135705179045,1.825139913398026,2,29,416143.7106805439,0.2068965517241379,0.0629358590826905,-1.3050612132779047,-1.3050612132779047
3,27,0.2612476385004081,0.0024251121263612,0.7389115698133759,-0.972478201337294,0.4166243203281987,26019.82905225418,6,19683,4785332.108852685,0.2612406645328456,1.32194426928081,48778.74220561445,48778.74220561445
1,10,0.275863916064535,11287.349281448856,-0.6056403413771945,-0.2100619603446716,0.7643344327018751,-0.3757480672285461,2,10,1.0281392589593574,0.3,-0.0375748067228546,0.0948815284870223,0.0948815284870223
2,31,0.1688102898115313,0.2004501151066693,0.6203809315490472,-0.6559918419072606,0.2838829495367565,880.866307926571,4,961,57894.53859714021,0.1685744016649323,0.9166142642316036,2917.1020823471904,2917.1020823471904
1,44,0.3764656223793269,34713.76369211633,0.0969100907628228,0.7692707478491392,0.764658500900268,21.795214537263067,2,44,0.3343044859316078,0.3863636363636363,0.4953457849377969,64.657999150573,64.657999150573
1,55,0.2233636733039888,181.7556736758996,-0.4831018658361268,0.2956293588942407,-0.5922695105834626,-28.691694090954204,2,55,63.849269137742766,0.2181818181818181,-0.5216671652900764,56.92398012516073,56.92398012516073
3,82,0.1110068075083853,0.0349815798621164,0.2935849859744899,0.7733905611588858,-0.4667547143213273,246421.4646481459,6,551368,331745.0775975947,0.1110075303608479,0.4469273963090819,-246360.68462498745,-246360.68462498745
1,65,0.2882384097460141,8.348327616064372,0.9926228510373748,0.8514972746427552,0.5675829545820084,50.86136648421462,2,65,1390.094814141369,0.2923076923076923,0.7824825612956096,-140.79892484454777,-140.79892484454777
1,60,0.0143848419431692,5.486524522211637,0.6435518339450368,-0.1833601115834078,-0.1967741787321473,36.93245801134783,2,60,2115.176352327003,0.0166666666666666,0.6155409668557972,-85.04388841757007,-85.04388841757007
1,16,0.3484899651958504,9296.555187118602,-0.4522863448723391,-0.8347452129410191,0.1942843754863197,-3.5874362574921834,2,16,1.248308291863229,0.375,-0.2242147660932614,-3.5709325444821016,-3.5709325444821016
3,60,0.3573339045495881,15387.584172751249,-0.0376639253832791,0.7933568266575068,-0.7669223986591813,-195538.6154475204,6,216000,0.7541773156565181,0.3573333333333333,-0.9052713678125944,170811.24580756295,170811.24580756295
1,67,0.4203860652444495,0.0120796710639333,-0.7835426747750234,-0.0410256573576137,-0.0170831741542505,-23.72894177047915,2,67,960702.2297563732,0.417910447761194,-0.3541633100071515,-58.845258971662005,-58.845258971662005
1,83,0.1365605002593362,10302.959116688397,0.0271518985886161,0.6212371549875473,0.8973357188480022,20.1776837155123,2,83,1.1263722193216237,0.1325301204819277,0.2431046230784614,35.0206858351548,35.0206858351548
3,47,0.2373924207107002,11569.616905847422,-0.4713690686357035,-0.6413379340446952,0.9859231130998684,-7334.939250249838,6,103823,1.0030554183673075,0.2373944116428922,-0.0706485003347027,-4754.921409950808,-4754.921409950808
3,38,0.3643831528080926,0.0479471616836231,0.9306556475679036,-0.7898138097131091,0.6459535031279648,85244.74416910409,6,54872,242036.57773152547,0.364375273363464,1.5535199039419756,148112.9569929635,148112.9569929635
1,59,0.2228546410583168,240175.207557778,0.4203872382856746,0.1449780813210368,-0.2011525104573177,11.376860539762982,2,59,0.0483187546452,0.2203389830508474,0.1928281447417454,-22.770475054779773,-22.770475054779773
1,67,0.1498650891591321,0.2752277558087705,0.33480014299258,0.6295543958084433,0.8909311693723296,29.0727129231061,2,67,42164.95858763404,0.1492537313432835,0.4339210884045686,70.1985219224325,70.1985219224325
3,22,0.3484508404513957,774.800718217949,-0.6758371241978378,0.2390649229234032,0.0654677533190613,-8585.918790401116,6,10648,14.978002282362135,0.3484222389181067,-0.8063409833209162,-30243.90007757222,-30243.90007757222
3,55,0.1141660631582531,0.6107239644423721,0.5866712170249682,-0.2312561896978076,0.7067833262809966,299093.94705086946,6,166375,19001.98387734841,0.1141637866265965,1.7977096742351282,565311.1709844257,565311.1709844257
2,95,0.1895713958760333,10.411806059646173,-0.3365118315670117,-0.7937280690802504,0.0203969244924615,-5511.033678485219,4,9025,1114.596916170242,0.189584487534626,-0.6106408508016863,-9410.808688204996,-9410.808688204996
1,95,0.3745176474727796,2103.1407056316607,-0.6889340672138746,0.9285068905724896,-0.5001463078635633,-38.51285744516863,2,95,5.517922264910377,0.3789473684210526,-0.4053984994228277,62.0016449540316,62.0016449540316
1,84,0.3544299048419199,0.0010653135050727,-0.1252803896409324,-0.4522448387252145,-0.5147866396858118,-31.623720814645324,2,84,10893475.836535372,0.3571428571428571,-0.3764728668410158,138.84217546198022,138.84217546198022
3,44,0.449333041150481,502677.13853882434,-0.1026519081766299,0.4812945655033629,-0.6282186556954152,-62527.11909459305,6,85184,0.0230863232801424,0.4493332081141998,-0.7340242192734909,76482.61796949018,76482.61796949018
1,90,0.091340725668533,2340.789375609659,-0.3867193894511158,0.1366482592390714,0.2032808138423665,-26.019912473021662,2,90,4.957715139501496,0.0888888888888888,-0.2891101385891296,-78.21636780533528,-78.21636780533528
3,86,0.4841095566253828,50414.57908923297,0.8440119541702888,0.190636957942438,0.8817805355602757,1354526.8774940155,6,636056,0.2301906935552048,0.484109889695247,2.129571731882123,3716566.605824736,3716566.605824736
2,70,0.2217637740269841,171987.09106280224,-0.9801392091510884,-0.3275355174135923,0.8802593776848324,-2964.8850997327418,4,4900,0.0674758021321881,0.2218367346938775,-0.6050785917821921,-1931.5694278773624,-1931.5694278773624
