d, L, x, T, w_AA, w_BB, w_AB, U
3.0, 25.0, 0.16157711507366845, 40625.057834623694, 0.036115941043793454, 0.11923583910441726, -0.05983031892363044, 572.8426774534046
3.0, 53.0, 0.22610659418424384, 0.3020983957079049, 0.27147571329978626, 0.10068754106499433, 0.10657698563788265, 91472.93015976337
3.0, 34.0, 0.2577558131402195, 9194.397656883191, -0.517320656043265, 0.687500152431211, -0.7766161452497131, -66239.94216256833
1.0, 19.0, 0.09547481219688586, 406769.2304051486, 0.25332468865963964, -0.8161933121603493, 0.46986442035568343, 5.594161212879779
1.0, 90.0, 0.10592948529079815, 2398.437408836213, 0.7456276158541679, 0.6939310419066342, 0.5801283680599851, 64.01925506296597
3.0, 49.0, 0.1435800709170204, 123.62973590512118, 0.7077559298766256, 0.24972934406969638, 0.46099855032546433, 225035.05676234825
1.0, 38.0, 0.18888394002770292, 1518.7036036128068, 0.520687884626674, 0.9040485560890301, 0.9989774890835288, 24.95101435652583
3.0, 31.0, 0.2505122364517187, 204632.29987326742, 0.08487219738851004, 0.005605697057860626, -0.0122026614256876, 3868.2271689046966
1.0, 13.0, 0.27943237252180825, 279.69170097182587, 0.2982718490325469, -0.9383822157263231, -0.41266429496587365, -1.7134583501925595
2.0, 27.0, 0.13040788261217467, 0.06181068902871885, -0.7331882530127232, 0.6896872112986876, -0.49336181404856005, -966.7987672264783
2.0, 64.0, 0.1606406742033934, 1.1053109830056969, 0.5465365514622802, 0.4018155912121437, -0.3970893133140636, 2182.077666180388
2.0, 86.0, 0.34057386463941486, 190.08382896667106, -0.898248000733022, -0.3195933105346118, -0.8086684207587345, -11923.509542315056
2.0, 39.0, 0.280595238729409, 0.02979929371277297, 0.42256289877257847, 0.5296272616235651, -0.4073799919780057, 72.7578886889796
2.0, 28.0, 0.12057985735127985, 6033.131477638407, 0.9543616774331538, -0.8931778218866981, -0.2646770490896013, 1045.531888681058
2.0, 66.0, 0.17044597373457032, 249269.38376614696, -0.6052113165502842, 0.6651508773319439, -0.08541063935346749, -3673.135735191238
2.0, 17.0, 0.0005142240609775639, 1109.1208433775507, 0.3251399436169917, 0.39907668984176614, 0.6622566958962122, 187.9308874106212
2.0, 28.0, 0.06703741201923796, 0.0020606174951569717, -0.688135640508698, -0.14465939661611604, -0.19096041002259678, -990.1197915165952
3.0, 84.0, 0.39581406033762145, 60251.65200511735, 0.3993060879097714, -0.0895229319048656, 0.14618979718966374, 358576.05685130483
1.0, 27.0, 0.16848350746477925, 27780.21265472274, 0.9085864394734879, -0.2894688047034357, 0.5411651352602889, 20.668065091206294
1.0, 22.0, 0.45682601547462265, 86950.79494175593, -0.9895661479146718, -0.7753751018749973, 0.5042956278553423, -5.113064584172051
1.0, 62.0, 0.176617509617428, 360007.15339099965, -0.6392816953220721, -0.629861983520625, 0.8219461700846673, -11.65443687778513
1.0, 11.0, 0.04826491720607473, 0.014354027236387602, -0.8817050416295813, -0.6463330249656067, 0.5535516587767955, -6.828242057112641
2.0, 66.0, 0.03747878372266911, 0.019124780991081298, 0.252809345823934, 0.2889235177271814, -0.4688470042138424, 1739.564026519131
3.0, 26.0, 0.34180386824136116, 1.7621577730613749, -0.87997459384796, -0.6636093140552, -0.8688299810808551, -44909.324555685955
3.0, 49.0, 0.2703707803078123, 0.008784891930131348, -0.38136443896223726, 0.9309311931679309, -0.6287718483845148, -150637.90386056132
1.0, 98.0, 0.17014410734814422, 5.442156780756934, 0.2952321300949974, -0.22147651275693447, 0.10044335917361358, 21.05064492750656
2.0, 26.0, 0.1928690017415028, 1.5010689866374178, -0.7710562595954988, -0.578155882274326, 0.8143612729844274, -621.1429814044222
1.0, 66.0, 0.3191067223364941, 2144.3262367087377, -0.9333023864729677, 0.7340486533763473, 0.0517098896320618, -22.811534489077314
3.0, 46.0, 0.499952648654345, 148.66498101002847, -0.7717576381386118, 0.6825486358012556, 0.49432250242473064, 53351.75456808659
3.0, 63.0, 0.4469445326943102, 147.93633680506747, -0.7729982065946359, -0.4013621389510278, 0.4620149553445576, -103869.26500356437
2.0, 14.0, 0.3193664655939072, 0.6862650974726405, -0.6497433449007863, 0.06705221657529936, 0.6150367860647616, -62.58779423108696
2.0, 95.0, 0.49068196936861785, 742245.270104901, 0.8743091075133471, 0.6617019490386014, 0.4752052201623367, 11281.713034754386
2.0, 71.0, 0.22337267492774904, 1.5930116263967968, -0.09453541950085387, 0.9221490320316041, -0.2704943704903444, -1395.5116800362882
2.0, 33.0, 0.2530650856228261, 33610.88231095955, 0.4912270087252062, 0.22948195856615827, 0.5299762678986464, 1066.2018521724654
3.0, 98.0, 0.03939924466408429, 158.38168273364747, 0.2096438787838555, -0.6056249047352031, 0.8956166703354127, 734378.7262912514
2.0, 52.0, 0.20598804547697785, 0.014227402894319228, 0.1600773231537549, -0.3805532848840605, 0.18725040698518813, 571.6682709867165
1.0, 77.0, 0.06287127361186134, 1.4237151843362066, 0.8526291932107799, -0.047937985252347826, 0.7128837497046157, 63.035816087004946
1.0, 37.0, 0.2499157151698863, 0.014438478113374389, -0.3499979968860356, -0.5472462238642843, 0.3746216174096382, -7.310885860240293
2.0, 91.0, 0.39629649583922577, 3.3415730259174863, -0.14767618562756546, -0.7023252559275486, -0.5130200705668575, -6902.084536688166
1.0, 87.0, 0.04214804100719488, 1300.1516078575876, 0.38861087921757176, -0.38558634285591054, 0.1974410726280258, 32.16126296502925
2.0, 17.0, 0.3567414704510078, 0.03097056743040986, 0.5008361851939209, 0.08061891923907316, -0.4082200861942926, -34.66956848532491
2.0, 54.0, 0.2597018073160525, 0.6399589589733287, 0.1957670870024244, 0.2624416990164453, 0.9516254771876276, 2200.719377769928
2.0, 81.0, 0.48941905624196097, 1102.211859314073, 0.8996557551909203, 0.44067788025352894, 0.042295432692576185, 3242.980539855022
2.0, 50.0, 0.3650275862509986, 1.658835290112332, 0.6199545549671917, -0.49849629314359767, 0.10682500682634455, 1132.8057053265616
3.0, 93.0, 0.1383933074248233, 8.141666372044307, 0.23541962585912457, 0.4346587548325538, 0.9036708661749497, 961447.7733281828
1.0, 57.0, 0.12594468894101185, 41714.79249331721, 0.5449209173803324, -0.9744754032606269, 0.2994606442520358, 27.192618246960077
2.0, 81.0, 0.15375686930334742, 0.004072432009968188, -0.9423611089145345, 0.5502202424175593, -0.76299609842244, -11445.913030988224
1.0, 90.0, 0.4531439363655376, 3.358469999922989, 0.7444519433263426, -0.5368762674698222, 0.4029948126425156, 22.299815069032785
3.0, 50.0, 0.010120078757475282, 0.08811556427049431, -0.8127407380233627, 0.4717223267830244, -0.23734851159392112, -300407.38813134667
2.0, 90.0, 0.25990901489235657, 2.8200773766807763, 0.85981730123234, -0.7507409495986399, -0.5985329719501664, 2352.168603063602
1.0, 12.0, 0.30258771253037053, 1.2582456271873754, 0.7396748074999044, -0.945814559843368, -0.1365277976143724, 1.933406072462399
1.0, 28.0, 0.2739036293631277, 12.733495554729263, -0.9274210001319032, -0.710267307656641, -0.30865506931364006, -20.13574774497755
2.0, 69.0, 0.276041908679865, 7913.793034975904, -0.5124147912370978, 0.9477750509942484, -0.48900136581430664, -3966.6731108073195
1.0, 73.0, 0.022812619591771943, 290.24185785340455, 0.6972947825500719, 0.5677228079099745, 0.635336680496208, 50.65458549989088
1.0, 52.0, 0.2920031223973879, 0.0013756562613717247, -0.7057373697559834, -0.8403507512350545, 0.01813054216256016, -28.403218954038582
3.0, 69.0, 0.3047231204016618, 143785.79363498, -0.976662165415463, 0.000627356098033216, -0.24936934992699, -569395.1833861938
3.0, 52.0, 0.03295272814822309, 1.8045245873544953, 0.7606053685597571, -0.3998140846781122, 0.5365545084763161, 314145.20711949625
1.0, 77.0, 0.3652294869089209, 0.004953989797684371, 0.6941720432629082, 0.2474791288046636, -0.036526082077999344, 18.122186509325026
2.0, 8.0, 0.28391100855413437, 99.78617528708867, -0.5637290043321377, 0.2991037741419811, -0.7777562728670093, -79.79000572932816
3.0, 94.0, 0.07988299568645513, 0.9092476380505998, 0.2691618735836965, 0.3301201981318673, -0.8854965039927605, 247963.25149472192
1.0, 67.0, 0.2437971712443529, 0.798803231473417, 0.8352971923662491, -0.6242001480660764, -0.830814283847821, 6.395946229402993
1.0, 53.0, 0.08201000073835935, 384409.97584794054, 0.346881863135281, 0.3015957136913776, 0.8835188964097902, 22.54793185824777
3.0, 22.0, 0.4329993596323876, 0.009552660983329204, 0.9011736758234095, -0.46545056590628553, 0.24293292380513032, 10249.588466552637
3.0, 65.0, 0.33138276136615014, 538.6938430187641, -0.8778168879373813, 0.09452626628087368, -0.3645317066504803, -447846.1617300626
2.0, 76.0, 0.4998826468386985, 103094.81567249399, -0.5905193499280008, 0.46654363409394706, 0.05345508997520709, -50.367045582490675
3.0, 33.0, 0.1514338986451917, 113376.7395021328, 0.2885855749918631, -0.9580159839332842, -0.3515861775160174, 10292.431476140262
2.0, 33.0, 0.06895071231087763, 26.851373948671707, 0.7727517251394402, -0.42572277586540896, 0.18478804164870044, 1505.669988708067
2.0, 77.0, 0.21634318798922936, 3.815884409863457, -0.9019388916616153, 0.276632231062067, 0.9048752629202044, -4565.453034592943
2.0, 90.0, 0.45214216925323236, 0.014915154161296932, -0.16948204153388113, -0.1616404378158387, 0.12587452512539588, -1201.8697843464947
1.0, 22.0, 0.4273667155247509, 0.016408778563018398, 0.2404778935872789, 0.9850379557494022, -0.5266454700870644, -3.9591105850524886
2.0, 76.0, 0.33042773780691254, 1.6122677906985639, -0.9621010652975084, 0.24051932805201304, -0.7942506135813194, -9223.304593268782
1.0, 34.0, 0.32114585647615107, 0.0030575359176283406, 0.9423858314458959, -0.09982773049784699, 0.12354192145290255, 14.623514895324366
3.0, 57.0, 0.30100173041270023, 43.97802226595762, 0.12894447522349495, -0.5518695746897673, 0.5813588417322102, 121730.43871580384
1.0, 18.0, 0.26525295369141283, 0.006207827115536569, -0.8104257233367207, 0.053497878976744406, -0.9371709229776892, -14.737477576762561
2.0, 11.0, 0.3146694065630907, 1751.0323426851585, -0.47608586692982313, 0.7134577564225346, -0.5084761000878564, -101.5902756475755
1.0, 86.0, 0.0016823559970259305, 0.04535353020131989, 0.9590425463742456, -0.5521237772046337, -0.4859512174310534, 82.47765898818511
3.0, 19.0, 0.42880043600398554, 417621.6746763774, -0.08603609848313387, 0.8683826297813446, -0.08325817978155503, 1852.2179096476973
1.0, 42.0, 0.13664214640814198, 7223.5088608477035, -0.24197428255207787, 0.6286223763376597, 0.26422462181488027, -4.2164925444098795
2.0, 96.0, 0.07761611285615522, 31590.907198585923, 0.703400720476602, -0.15764398102139587, -0.7502939368602224, 8997.752573565574
1.0, 19.0, 0.28915704122280667, 857.656250947656, -0.9629941871704379, -0.8639440215409877, -0.6953161551161671, -16.540424436243665
2.0, 59.0, 0.05196844915540988, 0.02018609222166407, 0.3411702663038856, -0.940501106912154, -0.9188963449732541, 1475.5784865986616
1.0, 99.0, 0.19145736082905268, 0.027745179034716266, 0.8188610068218118, -0.5870964432585604, -0.5078832739148227, 31.27572038838776
3.0, 20.0, 0.42750825180159413, 150077.75783283066, -0.6601849358082288, -0.10885553082737265, 0.4630961662596389, -324.1534337264126
1.0, 59.0, 0.052940080661490974, 4.3458280898412625, -0.39939394020745933, 0.7060039290241924, 0.825167507888318, -17.550566332589245
1.0, 15.0, 0.23725756369946366, 52075.64882360441, -0.5761108491331284, -0.4410410075164344, -0.5849877697018677, -8.571499001189414
1.0, 7.0, 0.09474061334052497, 6.693389032637164, -0.9228978685733733, 0.195649908716655, 0.2605395536089701, -4.093410235648927
3.0, 22.0, 0.1331447481543493, 944439.2222013924, -0.4059735768038766, -0.6479275988330033, -0.22584588934757477, -11782.37133523073
2.0, 44.0, 0.4330193478539767, 49.020475298782735, 0.09362016265252926, -0.5007778590666971, 0.10994397248040788, -294.79241304353286
2.0, 69.0, 0.0075596294870298175, 5.616324858070363, -0.009075224125559611, -0.6839456488104889, 0.8917352521712996, -18.499904301424255
1.0, 82.0, 0.29870890426046104, 34122.63168650118, 0.4450194000111374, 0.15630309271018317, -0.3221683897127654, 7.812929811869129
2.0, 22.0, 0.12014750577448757, 734.2569528684942, -0.6716218924452215, 0.2866084814242804, 0.18419630591285352, -490.9192473952603
3.0, 30.0, 0.11867231674107104, 0.0154755298549856, -0.4994415590288146, -0.4754556193326489, -0.28920341671540295, -37001.99141757849
3.0, 49.0, 0.3515208796291221, 0.01867849282002673, -0.977223970744838, -0.054002326336431095, -0.1315233135714835, -169229.6600715559
2.0, 54.0, 0.26971972254359083, 14.651635594655843, -0.876471279114251, 0.7543084772462538, -0.9417294784725196, -4942.7768774351625
1.0, 92.0, 0.02733095574096228, 850366.2626116822, 0.8623944558715704, -0.4427531229810493, 0.48403165600850206, 77.05075771622784
3.0, 50.0, 0.34729055203502057, 1083.2601055932262, -0.6924063227995656, -0.4593814582420046, 0.022580692294223104, -141702.85000227924
1.0, 44.0, 0.2736250250930941, 59.98728076947839, -0.6301142130461002, -0.5526624576778794, 0.6353115786021548, -14.516460975755553
1.0, 12.0, 0.4696287368160812, 0.2022045077965844, 0.7280594281224453, 0.291913274493109, 0.8179324976426252, 7.352236570171559
2.0, 19.0, 0.31148260734607686, 113719.78934606572, 0.29553838171222235, -0.5491218958194792, -0.19481305194234122, 3.4170920508408984
2.0, 55.0, 0.49260883638453595, 41.15154739244592, -0.6797350371080277, -0.3959580937783975, 0.4363820533271041, -1509.1404456943003
2.0, 68.0, 0.3313837676994911, 0.5751671720357661, -0.34287349509486376, 0.014158315672618604, 0.7122504879357301, 140.24934875670212
2.0, 96.0, 0.19091974698152725, 0.5081109729809844, -0.7553606964128701, -0.47849489089831265, -0.8618992736827251, -14451.788521853417
1.0, 36.0, 0.49096297080797374, 1.3017685106856762, 0.4730161015721881, -0.32557178938399023, 0.6507301655072766, 7.2825864482206
2.0, 7.0, 0.08326643539207612, 2917.971390561288, 0.7956332803436461, 0.392787267655095, -0.4785311247718891, 58.66439304658171
1.0, 16.0, 0.4585327627807507, 184.9246475288358, 0.4687185107255383, 0.1880290628127963, -0.2999321795550163, -1.3763102374919995
1.0, 11.0, 0.2036898334325138, 265.0892513334065, -0.5690935448180217, -0.9814374492932689, 0.603394385738734, -2.948530364922608
1.0, 61.0, 0.023597474545357044, 0.004526250331317716, -0.1284445209921692, -0.059543638142507405, 0.7063398332909232, -6.165547071956135
3.0, 10.0, 0.06596363559095753, 253.0958404775889, -0.9326162917987191, 0.13484395445953323, 0.7836736591586853, -2286.3198015674957
3.0, 98.0, 0.31591279518326143, 1.8257642138958246, -0.9962886152230483, -0.5171225850941357, -0.08032291119711998, -1560312.4959694687
2.0, 6.0, 0.22881718525406158, 4287.023654318145, -0.6573574317878497, 0.7586715842798706, 0.15613333041029565, -21.80466582731893
2.0, 41.0, 0.4179062315472779, 1.9183691859693368, -0.5934022148803748, -0.20032039375059352, 0.1136100604257082, -951.3836758777825
2.0, 90.0, 0.249474462811634, 0.5753209645433549, -0.16620594744106665, 0.14519596535060808, 0.22340315298059132, -517.0043087945081
1.0, 78.0, 0.09722868845038252, 0.004708000740263245, 0.662105796333669, 0.6677101620760761, 0.24953019163707513, 45.45916775695999
3.0, 37.0, 0.16211967473852473, 5604.067416722257, -0.9021138281105976, 0.33823897202453423, -0.9871952280579492, -136175.1880863263
2.0, 100.0, 0.3827123398293793, 2.125382698841644, 0.03075461749616748, -0.02941304369070119, -0.7689644640638995, -9161.36079818521
1.0, 75.0, 0.09290773234569477, 0.10373537580748551, -0.86593702238447, 0.5864374224969844, 0.29790589723238114, -51.655637983525764
2.0, 7.0, 0.180133293322001, 0.0023511972558881537, 0.3691976479950658, 0.5610895763758945, -0.2504445415156129, 16.022446175439374
1.0, 62.0, 0.038407218109829944, 0.0014522992691539706, -0.9028045090895758, -0.2047695853782634, 0.18727954801318414, -52.348089848368
3.0, 24.0, 0.4222800529270442, 19.550755027014272, -0.1016233578885124, 0.41791619268017666, 0.01893469871913367, 1264.509527079417
3.0, 63.0, 0.42118053600549826, 36.45543423266665, -0.19267606952116845, 0.7043240853050055, 0.14503637802052793, 98182.59800520996
3.0, 41.0, 0.4387285697514504, 0.0027063969223346473, 0.014211611154299364, -0.2873173398185189, 0.7135862308528504, 46489.198696482905
3.0, 47.0, 0.2519034620728473, 4.667319255913082, -0.03640689916007411, 0.05311484740766148, 0.726251641289207, 67128.23667682863
2.0, 82.0, 0.11625509339245299, 509.95123022185663, 0.6770014972358789, 0.44178662558630877, 0.5099616123773458, 8594.571081896102
2.0, 55.0, 0.46813030335441985, 49466.89388813608, -0.7250566359894612, -0.14046568712438856, 0.5304524735533311, 66.0360756142572
1.0, 20.0, 0.08553411657965504, 452477.3726346431, -0.03501248741669594, 0.29474502136184433, -0.14318259177778891, -1.1043188841705418
3.0, 19.0, 0.19411432779935478, 0.014266248561520362, -0.7888136345640255, -0.4997684044561401, 0.09633780962197958, -11888.677098644019
3.0, 84.0, 0.09300453271293913, 77.04755721855521, -0.6565374742324479, 0.966696650182759, 0.09064751023785589, -918318.0029388327
2.0, 76.0, 0.3544132998932559, 211.08701006639527, 0.7849169022367115, 0.741994558319522, -0.15720743964886674, 2704.5806098785306
1.0, 64.0, 0.4592885157833612, 437.46928403622474, 0.9108433304938521, 0.4155611051323853, 0.00991289714875454, 14.55685892880534
3.0, 62.0, 0.08989478892998742, 3833.9138210786627, -0.4242991767193356, -0.26543768704421766, -0.7080438721058071, -335801.6720128274
3.0, 7.0, 0.05128576089937831, 0.22552414563142884, -0.6068743101608669, -0.7101190436597495, 0.31637803627262984, -559.5539019359683
3.0, 44.0, 0.19451286814884938, 2381.2275069767325, -0.6574242970921673, 0.07423115048187934, -0.7083479860737232, -165396.12691083076
2.0, 51.0, 0.47990303325969963, 2720.1036592786377, -0.2800350358406527, -0.604099580254684, -0.94392167571276, -4004.73737150809
1.0, 96.0, 0.36251516695324026, 0.09614809809157293, 0.30252783605253275, -0.7855175538189876, -0.22849025045755633, -8.689466615600448
3.0, 53.0, 0.07672557849042028, 16521.291562459282, 0.01291958709828056, -0.027745220029042894, -0.5795054361467409, -32041.788463043646
2.0, 97.0, 0.4482451403532663, 1.4527730958103402, 0.6573191297210113, -0.6319629287076649, 0.9342686935107698, 7051.719741885446
3.0, 94.0, 0.3232513581506291, 745.4844444428219, -0.30857964901085544, 0.690458560227452, -0.28469489823367966, -483285.1506629463
3.0, 15.0, 0.028835039966861764, 799051.1788587063, -0.1433037405159161, -0.2767258507829804, -0.6496712296463338, -1739.8420785796407
3.0, 36.0, 0.02286981326251203, 361.23918977843425, -0.3692537297895677, -0.7036269581575829, 0.00048255795589446926, -49518.767105215855
2.0, 97.0, 0.19034796910345142, 15070.20224241722, 0.014087026974828554, -0.4205528888291983, -0.38805424367417407, -2369.1403240059194
1.0, 22.0, 0.11070403804363638, 45.86735863690101, 0.001379333201669164, 0.5250829023729282, 0.22451773637236894, 0.9616200656625079
1.0, 36.0, 0.432017587510154, 270006.033081407, -0.4521638934491421, 0.38794093937543805, 0.14812048345692874, 0.6100139963130806
3.0, 28.0, 0.23220593871751405, 347327.6718957083, -0.1698594794424142, 0.40199140207743156, -0.640367554818674, -20173.23085136928
1.0, 20.0, 0.16632353139681472, 0.0010993787245662796, -0.36363554526883557, 0.9898043236048475, 0.6503584201470238, -1.8625531967040405
2.0, 32.0, 0.20485401003755843, 0.008146572333847524, -0.8867717437036562, 0.23883442114877096, -0.7081642542140583, -1638.6427104924533
3.0, 31.0, 0.27407493545288003, 522.1911533696514, 0.25068001735369627, -0.3806585921492458, 0.7807915144150983, 29554.530985019268
1.0, 92.0, 0.3469891340374852, 40520.98703903982, -0.4725509134624257, -0.821818513591571, -0.09033794229945458, -29.96560155924514
2.0, 12.0, 0.3124395338927694, 3.6053781749209195, -0.17207797792949897, -0.6402654490688728, -0.39974460147650537, -91.17561431068168
1.0, 17.0, 0.10092579683218333, 162738.4904885951, -0.5688444406520967, -0.37405662297393794, 0.9667787885792536, -3.724539450339506
2.0, 45.0, 0.1276078854317083, 26780.266182535634, 0.8963594116576787, 0.13275008524627596, -0.31643021662122917, 2478.05771002021
2.0, 71.0, 0.2426658518924813, 9477.020332087466, -0.27472464213356784, -0.543216928168273, 0.0522707293699225, -1804.6877946379395
2.0, 89.0, 0.3626776226896069, 599723.2052078452, 0.4202599155134721, -0.8291892644079095, -0.3733446636397415, -1757.2073826985752
1.0, 70.0, 0.28086687086445966, 44.665429868965035, 0.5422423415013544, -0.9882748483914554, -0.19859984277645415, 7.742871035502437
3.0, 95.0, 0.07196362169555082, 1727.8844075038025, -0.4362018207377658, -0.5584972228699645, -0.638495179774689, -1193139.8536683284
2.0, 53.0, 0.39021437042656726, 332.4461356532165, -0.5238827565754787, -0.4896240824498499, -0.574433890812726, -3074.768341483474
3.0, 74.0, 0.36947706770586275, 21719.262928921293, 0.1046962134404843, -0.753368821220614, -0.06474035075678897, -111243.60016309407
1.0, 73.0, 0.4652094875469962, 1.2159518704390833, 0.7527060915424721, -0.5602307843665733, 0.09520646495034746, 10.255900323549527
3.0, 41.0, 0.21444129515114024, 588754.4039756506, -0.13461263232344356, -0.19923315672959996, 0.7135010942493119, 30552.53158696223
3.0, 36.0, 0.12389497454093928, 0.06405614206197703, -0.46087514704000276, -0.7160501474802521, 0.10371658935594708, -52378.28286465993
3.0, 77.0, 0.4412339886152759, 0.023229187743989268, -0.6016741171827369, 0.8092289237265806, -0.9809067762397405, -705542.9328589345
2.0, 94.0, 0.22657934698839943, 64408.82473047545, -0.7474767053140643, 0.6848221875541642, -0.10410402531961993, -7927.575418383208
2.0, 90.0, 0.40891174902406036, 9487.949521108349, -0.09593795477282452, 0.7003201017324763, -0.9910921067762049, -8475.174609344534
3.0, 62.0, 0.29907959980809823, 0.3549777494931841, -0.9678195982470126, 0.5079242049041441, 0.25055779559710434, -233401.45699876672
1.0, 25.0, 0.21991137855867504, 0.4767560864714139, 0.9353775848755548, -0.9459147464752058, 0.5638642711006774, 16.25667164511982
1.0, 95.0, 0.3440430398978864, 0.007162755272044276, -0.5993927065514928, -0.025760389641880987, -0.1693143388231102, -34.506617212878666
1.0, 19.0, 0.3300173191982347, 37662.44895669064, -0.06532235822454191, 0.8922282627485842, 0.8471792342354789, 7.632366377477719
2.0, 37.0, 0.10042873116260476, 31.660484302910668, -0.2167682861567497, -0.06025758330895159, 0.7457012069046227, -289.67154955251016
3.0, 65.0, 0.028927307630038812, 195203.54061513543, 0.48748505700776024, -0.20999196123079167, 0.8783658761458704, 419177.9154120034
2.0, 85.0, 0.1730096074435049, 716.7549631729123, 0.09095193411707148, -0.18357594104136954, -0.18722304055406158, -6.107329910407621
1.0, 28.0, 0.042586116510711314, 659272.4714954166, 0.938816368627351, -0.9009077629318052, 0.2935285463748383, 24.9962826770608
3.0, 96.0, 0.19482604668781228, 0.07286089344734642, -0.5204959093184882, -0.7661360655717797, 0.28447007097020793, -737473.9530792685
2.0, 10.0, 0.2421969244330786, 1786.1125873480603, -0.030296485767048464, 0.6212628007248753, 0.9011237709987863, 54.7534195942248
3.0, 55.0, 0.35030417674984, 1.316636312964713, -0.36267866264771365, 0.8622596847791899, 0.5371364375863208, 97942.07158396769
1.0, 24.0, 0.09262958272951255, 0.009407173214529833, -0.43340835453537396, -0.22917837855227274, 0.7832116689630702, -6.649379737490464
2.0, 38.0, 0.060973330034911066, 0.09077738062698393, -0.29306210273869415, -0.7110795829894188, 0.7455846298823068, -687.3282767070932
2.0, 41.0, 0.35282152884747275, 1.5521553124415897, 0.5612631174106764, -0.9867160291506032, -0.3254372716612599, -169.24476781609476
2.0, 85.0, 0.25964766194223754, 376135.6514419386, -0.38094703238404626, 0.2816557808212332, -0.8251847232465308, -7367.2500430572345
1.0, 10.0, 0.16304488025655728, 0.07734319139192009, -0.9172458824141034, 0.4428519846938752, -0.7061834919356169, -8.328209262227091
1.0, 54.0, 0.3728976395275995, 0.4467023457935105, -0.8918897723631583, -0.5003825635320913, 0.9838082942663386, -15.074459615770467
3.0, 73.0, 0.056506369027998105, 0.002225588298143397, 0.1382634276782555, -0.8712248148803741, -0.5568180824513052, 70941.57505003907
1.0, 94.0, 0.4170711134657574, 0.04382604649661478, 0.6033849218122147, -0.14262709303429078, 0.8343534530251482, 42.27324292379553
2.0, 79.0, 0.47516243446712575, 892229.9275533651, -0.8323856686629663, -0.7087239422408325, 0.5875853404225599, -1210.7546949400742
2.0, 77.0, 0.1859408865844533, 0.09869976785284172, -0.37400389377162013, -0.8912244104185736, -0.12082974328508378, -4411.5697627928785
1.0, 55.0, 0.24852070375533436, 0.6742048252893915, 0.0021825521704317286, 0.7750660291754015, -0.293586878549535, -6.114097062000926
3.0, 70.0, 0.13347572605640023, 0.9930295891063227, 0.41495417420579384, -0.5609815270649279, 0.9763411806881999, 541751.0769450042
3.0, 12.0, 0.4088524166581612, 14.612914992883908, 0.7182115577618198, 0.5716401659987802, 0.26267964881787065, 2156.0462153119292
1.0, 88.0, 0.3563945901916208, 402441.0802879539, 0.5733457320473296, 0.026636477218825005, 0.9278943703168376, 56.26100437825295
3.0, 92.0, 0.40506794031582805, 49350.29132569408, -0.9699129752455917, 0.39095419981785673, 0.489984387409663, -100734.11287207917
1.0, 18.0, 0.20570428919670464, 0.01310973375343561, 0.7966508749330095, -0.28394118848781424, -0.6078186824977081, 3.10395928934843
1.0, 60.0, 0.3682515963138801, 0.23441474874107934, 0.46298649632579947, 0.5298810312908016, 0.49283711293169885, 29.11803583213967
1.0, 9.0, 0.18917088054521447, 0.001423463968352278, -0.5083143522128639, -0.24671321949225655, -0.6379083710831122, -4.832706523159525
2.0, 74.0, 0.21225259884802256, 0.06056502147784648, 0.6813126484782359, 0.9908577893699815, -0.9062284816561519, 920.3273429025027
1.0, 8.0, 0.30158724176033525, 2.341963703490691, 0.8668488974027468, 0.028310904589419206, -0.3321527634452275, 2.1387845358300765
1.0, 27.0, 0.10799686773895506, 57996.00774789775, 0.20085619573807478, 0.9043640855242419, -0.05514506899938332, 4.013102799046267
3.0, 85.0, 0.06755849637604966, 2856.8070506553904, -0.6177867146966307, -0.3568828920962115, -0.05709359434044714, -1006092.7269630883
1.0, 19.0, 0.3229723307656888, 1145.1579371436906, -0.9567165081819329, 0.035796799572355154, -0.22261688945035196, -10.253077870561363
2.0, 69.0, 0.30717051501558756, 62.7532848219602, -0.6899023591293694, -0.3426887198212989, 0.17655845079307575, -3821.9815101650524
2.0, 68.0, 0.30042008066169945, 3.6511119236447973, -0.9160988500897151, 0.17640324808488939, -0.7500445265571927, -7203.363109646811
3.0, 51.0, 0.3797584439339227, 0.06590545255346664, 0.2470666926536247, -0.9635717388221012, 0.22275086960596124, 9508.601404540466
1.0, 20.0, 0.3765583107252416, 0.0010854828825567348, -0.036488892253876415, -0.45897477139851306, -0.9729253754885778, -14.257081105977598
2.0, 92.0, 0.07196892656963239, 5.89839713780956, 0.6465857271611075, 0.12123131117115338, 0.3006579647920533, 10111.101535330823
3.0, 65.0, 0.3730408734371359, 2.067502922929114, 0.48576647253137395, -0.026462574789968496, 0.27105178414620634, 258714.86310053454
1.0, 70.0, 0.3789587151373562, 328.2799198160539, 0.971362318035913, -0.2656808247809732, -0.4664296976979836, -0.6312729327095522
1.0, 86.0, 0.34496956260546296, 0.6085373434007919, -0.21299294960446935, -0.14622348093733017, -0.3621930915318998, -25.07130008165775
2.0, 37.0, 0.49875380351398363, 0.0033424604876113747, 0.38154228479114094, 0.6751773128463685, -0.30260873361262663, -185.4917133707778
3.0, 54.0, 0.34394896671956154, 0.00624120199236494, 0.08066122188503022, -0.6317685062044447, 0.9192509031448701, 145075.53260808502
1.0, 12.0, 0.03211719567038723, 2228.290991637858, 0.5745537273151866, -0.6499355723898017, -0.2891407689255061, 6.894644727782239
