d, L, x, T, w_AA, w_BB, w_AB, U
3.0, 47.0, 0.28198225911094676, 0.0652070776547426, -0.36345102384766736, -0.40744699019320474, -0.22410429244696206, -96903.50297369563
2.0, 32.0, 0.4448183347449525, 17306.628274888706, -0.6525616254909365, -0.5064985484673425, 0.084093823682867, -568.4374239444086
3.0, 34.0, 0.31513167730811137, 2.2714053392024094, -0.8626752868856955, 0.7429630469579493, -0.8003445101250974, -86471.68277951342
2.0, 33.0, 0.13544543183660335, 0.07419918351745144, 0.4558038531133859, 0.7745853119382451, -0.32004891582303396, 575.062299932328
1.0, 82.0, 0.1311271739296056, 13.27923955971769, -0.34098878539841326, -0.6998653295580937, 0.029854220122135233, -26.343798165999495
1.0, 58.0, 0.4761895564750026, 680.4818999259593, 0.6180033845789152, 0.23764043135032864, 0.1122556714301417, 12.845653518271186
2.0, 42.0, 0.15090194788450279, 0.1026896106794242, 0.12772130442039775, 0.47186843490362285, 0.26700546288988947, 601.7266741388786
3.0, 44.0, 0.4980906226652555, 365991.8037880133, 0.41288749647903233, 0.6442867269582053, -0.9793442820640177, -58146.303022383676
1.0, 71.0, 0.2785389327717094, 0.5919949957269646, -0.3022778447928234, 0.42182817937599526, -0.5980296620314838, -29.991857054901597
2.0, 57.0, 0.3583316176966946, 0.7533439829031601, -0.4273111002716683, 0.774507833232343, 0.04755726900527346, -455.99182056852607
3.0, 88.0, 0.17757464385610694, 0.8772173543948151, 6.298435516605139e-05, 0.20532123746864994, -0.13101288256783805, -65249.43592955849
1.0, 24.0, 0.044449210446889376, 3.1756540026653846, -0.49878278113516217, -0.2041467930193679, 0.8141690967432027, -9.344882991487163
3.0, 77.0, 0.187428260459241, 2.465410239355054, 0.7158818330583439, 0.7406256834301854, -0.372246101637276, 526534.8183145425
2.0, 10.0, 0.3425951235997025, 0.13032191733484147, -0.8608603835844484, -0.8722613501054979, 0.7781644035318938, -74.1204707657907
2.0, 83.0, 0.09714299591845149, 0.9723465192917908, 0.18971376769025228, -0.7995576808349638, -0.16937578609284754, 1514.0168280830728
3.0, 47.0, 0.48079423774210334, 0.1832583982490161, 0.03094764178817555, -0.7770199581473818, -0.6827413057185308, -160159.8366241251
1.0, 11.0, 0.22205092699334344, 0.6117728570859823, -0.9567850591816767, 0.052132812272586815, -0.7114144995173679, -9.543153412341212
2.0, 9.0, 0.15078430675358456, 1.4274522546711965, 0.6012197234673118, -0.3884321988180177, 0.7222155922936555, 91.0593496868722
1.0, 37.0, 0.1451344369473292, 547439.61661585, 0.47687222125144046, 0.8568846944867792, 0.8759349879421021, 21.307011080229074
2.0, 54.0, 0.30725723710806163, 10.679070490379601, -0.265164654351457, 0.7172779420533766, -0.49917878652843073, -1989.933105123444
2.0, 95.0, 0.15276291230931793, 405.2569368859463, -0.703001938859372, 0.9609447253111656, 0.9444420695933657, -5594.306467973221
3.0, 97.0, 0.029955136598359133, 0.03952173449325685, -0.6857327049968607, -0.17865915990313064, -0.8437568547101222, -1901654.8847312503
1.0, 34.0, 0.3747096600117723, 2766.795560370942, 0.7110756425084919, -0.01607829342669076, 0.18676625523076162, 12.07647678267029
3.0, 67.0, 0.1310311524719645, 372.31688133727897, 0.33205697532783107, 0.5636830707082527, -0.47944478592512874, 125299.48626809665
3.0, 39.0, 0.14473039972420865, 31879.618959260348, 0.460752879175945, 0.7627551268918762, 0.9153875065388006, 103161.44495210763
2.0, 17.0, 0.17407325943458157, 2845.6465174619602, 0.9368989495372528, -0.09869461793578638, -0.31010045059305136, 306.1219721172478
2.0, 60.0, 0.47697336367721027, 134.6869247705103, 0.6812515130631644, -0.706528397446831, 0.6665996538268244, 1581.7969431706938
2.0, 93.0, 0.12057526711802874, 432879.24484155973, 0.9955688425750238, -0.5758208148052189, 0.9028548007827704, 16487.043389164723
3.0, 7.0, 0.026050240876753117, 2041.62068070105, 0.6597312091791314, -0.036905362530124775, 0.4497625296593881, 667.2138811818805
2.0, 72.0, 0.2427098398143525, 961467.2120925876, 0.5511190616040356, 0.15404442920270056, 0.15001650466577088, 3943.7514185600326
2.0, 20.0, 0.38003845928570534, 1637.4876639840575, 0.6244233826534933, -0.5973544907765511, -0.9936616789092287, -374.56520518531033
1.0, 34.0, 0.0884992601404454, 21.199065051158193, -0.4802263498721535, 0.3426755620867097, 0.013355659451949942, -13.52997325861543
1.0, 93.0, 0.2162605498734469, 0.7644095655166795, -0.4938881974964344, 0.6496230507778893, 0.3004189191045399, -19.1580892328837
1.0, 20.0, 0.374756024083954, 23.20487718345931, 0.8409919859249704, -0.9888047297443465, 0.35056355162619335, 6.560331828145309
3.0, 61.0, 0.27207298565659305, 13608.785997984676, -0.30826224183709505, -0.649246669791397, 0.38742404391262397, -53112.42222412901
3.0, 72.0, 0.050157623278433594, 0.013887903752867635, 0.7961117931189137, -0.2825588934319341, -0.02538695094925103, 800595.9222735347
1.0, 81.0, 0.41350759270725124, 0.7558361891931105, 0.005155312772380238, -0.561572443817542, -0.4674802545840362, -28.302701011355076
2.0, 16.0, 0.06413577336695692, 7.380637490213023, 0.04803143800950682, 0.21108793482736332, -0.6771595638694285, -21.011150246868144
1.0, 38.0, 0.164746404812037, 782847.5549606464, 0.36755258889468756, 0.13963110385615085, 0.8709094548123288, 18.8866172457352
1.0, 37.0, 0.27304750476641976, 0.0023788407171134993, 0.6262998048854447, -0.5080105051939805, 0.6587827734276488, 16.639406827688113
2.0, 69.0, 0.10739765337990964, 10027.241151514523, 0.5830203426877136, 0.6592373148527919, -0.439008462181105, 3638.3443843450364
2.0, 33.0, 0.12160580466094462, 29.456173042969354, -0.10734694060652572, 0.19948802700017532, 0.6313517362770298, 7.393362755377551
2.0, 23.0, 0.14247391776295437, 80472.08291926836, 0.0635557663255164, 0.44260862415223845, -0.6400388147379819, -101.72616068877186
2.0, 12.0, 0.4709876315519376, 0.06659590378471168, 0.4888073809957534, -0.6367728478174408, -0.26015048662993223, -51.19890572195134
2.0, 54.0, 0.13551392802097173, 327435.8535517058, 0.10019929237479208, 0.4812654663460687, -0.7678367421187504, -553.6230251229724
1.0, 47.0, 0.36092423023779413, 0.9857237811287455, 0.5952611708354023, 0.859173817984578, -0.22766532518731375, 8.5936292640682
1.0, 6.0, 0.17514919501487236, 313207.8536581163, -0.33752758010149164, -0.8750970594638077, 0.591633305416982, -0.16684370957200256
2.0, 85.0, 0.46656040922466463, 0.003416152384928775, -0.1320698441570758, 0.2547412427698448, -0.4140088921408167, -3945.153152631616
3.0, 24.0, 0.24788747848469794, 22216.49995028016, 0.6172162089463469, 0.19565942068998843, 0.5312976166306074, 23186.23594633393
2.0, 8.0, 0.10770529953196956, 198.7535718660496, 0.8157449421777243, -0.39929519400552826, -0.12577749364826585, 79.05506543440468
2.0, 78.0, 0.4405357924158458, 317458.36703639425, 0.8427186136898823, 0.5246021240425569, 0.19969233713463486, 5666.627593773708
1.0, 92.0, 0.33465430119003736, 20669.887224422266, -0.13967851327278313, -0.2348558911562233, 0.43606829837589056, 9.870043664768772
3.0, 88.0, 0.4900807019277048, 0.015584187954083685, 0.5815963713456589, 0.6729127438303784, -0.6615156010120158, -102658.3857749919
2.0, 66.0, 0.029486174672729293, 0.4268648680689745, 0.10251909849773666, -0.9152258058203955, 0.9356105907869177, 1076.7397088915836
2.0, 96.0, 0.04650250998047112, 0.09366733686852804, -0.18486516587827073, 0.8478613211140147, 0.6484977841484989, -2161.820475828878
2.0, 30.0, 0.22178547440362062, 2.4198712583674418, -0.33525567462432004, 0.44721636069787696, 0.5581728850803129, -116.36436873711258
1.0, 87.0, 0.4893100970466629, 11.750156993446453, -0.3610154590783847, -0.3481771389272452, 0.3429502552444148, -12.446810315717292
1.0, 61.0, 0.10198530823230373, 0.8637765886982337, 0.5589813909983352, -0.6870339434661152, 0.5831763244491974, 31.163279047585153
1.0, 27.0, 0.05824574120217213, 706.7820483502729, -0.4262944328219742, -0.7198872297313728, -0.22003413931849036, -11.37821856028977
3.0, 62.0, 0.28030709432630446, 0.2528850236772471, 0.8097905740408218, -0.35097093756746345, 0.14020204804552772, 320523.6582780937
1.0, 25.0, 0.4197816525162582, 0.23048014314632628, 0.13696943685128948, 0.5890704132841109, 0.741592485048661, 10.982021851597423
1.0, 94.0, 0.4495702835991628, 16176.832767177999, 0.9034652842922706, 0.8102942167238121, 0.4739047882735421, 61.45744206713102
2.0, 65.0, 0.35192578879059677, 941.18849647199, -0.4405620145646707, -0.1063724422236274, 0.5576837992709682, -767.8563475046936
1.0, 68.0, 0.2913559395497304, 0.022389340842263097, -0.26812790153720845, 0.10868545087946635, 0.6164057671584655, 0.5027734772062605
2.0, 56.0, 0.0735767097421629, 3.4009823606100564, 0.749777742317532, 0.03022704396199094, 0.9603675319891554, 4723.892329277859
3.0, 40.0, 0.04908254382371702, 278.39564851123924, -0.8954039399480378, -0.20357794486475767, -0.17523265757717144, -158848.08259881946
3.0, 25.0, 0.4869623195660664, 1090.666684252495, -0.7484425646718835, 0.8551059780572892, 0.8535126444633268, 14661.127421216534
2.0, 34.0, 0.22918174741068637, 0.04905476634947092, 0.9555935703731, 0.5168603034065886, -0.13568865928203788, 1159.6686517371563
2.0, 32.0, 0.07126374378857575, 0.12837219344930553, 0.6763822137190383, -0.07915317172050851, -0.8048722114197953, 967.1303475012805
3.0, 50.0, 0.29470649531852133, 0.25503147920432573, -0.22707169618870626, -0.01558966901087766, 0.18949743079707315, -20254.38312172417
2.0, 77.0, 0.029088933365952307, 0.06242202450956835, 0.8624500534000297, 0.8010619283512597, 0.4505865189203879, 9949.002038760305
2.0, 69.0, 0.4477099670824513, 62.012694177699736, -0.7497822759876496, 0.5736821658797464, -0.6422661956490814, -5045.566204993815
2.0, 60.0, 0.1557195796157152, 0.011837446813028361, 0.09854439232744827, 0.10180926647460575, -0.35456498036463246, -219.14016526476283
1.0, 94.0, 0.22593623730050638, 1895.6469635939707, -0.060368468899212324, 0.7334322582993975, -0.8481476644267529, -35.198320946919196
2.0, 15.0, 0.014887796720743196, 0.31546546972550604, 0.23531000805117652, -0.8422017954770047, 0.9518475453161861, 112.01100232928994
2.0, 74.0, 0.07532403955690875, 4256.234273533866, 0.25009910806199054, 0.7130702091454253, -0.10132739260127899, 2201.355582412342
1.0, 68.0, 0.15747118346522293, 0.0010535819280744888, -0.42177443945237947, 0.32960284332139356, 0.4241396359017402, -15.195069803715997
2.0, 68.0, 0.21623454302460693, 4122.008878680846, -0.8456286698341089, 0.9572336499561414, -0.2125267211911801, -5100.484078814791
1.0, 52.0, 0.27758898025773576, 1.7030658339474796, -0.16355165534955463, 0.8388929618665559, -0.7492313336710668, -24.903717071179187
3.0, 31.0, 0.27361109565971253, 0.8168980144677, 0.3878343798552597, 0.1885872677097813, 0.7773065884029444, 42879.516960175206
1.0, 51.0, 0.41846630527233936, 236.3403072162653, -0.1035271235969688, -0.581384703476739, -0.21732833435330678, -13.760795034811261
3.0, 26.0, 0.1814954184155229, 60366.80096896103, 0.0799309033765907, 0.7643601729887117, -0.01989456942808676, 3819.404373417007
1.0, 78.0, 0.0031873490921670022, 426.2807470536387, 0.8885966165705823, -0.7260582120353354, -0.5039230739265281, 69.31053609250542
1.0, 75.0, 0.09722243320684071, 460284.0219314594, -0.4041586323218527, 0.8318860366953222, 0.45862270901291224, -18.865866374683314
1.0, 13.0, 0.47958218970554506, 63372.31992188987, 0.6279530929951491, -0.6582477310508292, -0.26032667916840113, -1.1559569972989332
1.0, 32.0, 0.1252659389686951, 677284.7285410771, 0.6194395340173771, -0.3132414129555263, 0.2952061791012248, 17.171290039060466
1.0, 73.0, 0.22411978373874786, 2848.3705129591294, -0.41893259997089083, -0.5613388283444045, 0.33159864328666866, -19.008430237524273
2.0, 64.0, 0.4825508999160937, 464.9237833391933, 0.9406782800530453, 0.1563953133632312, 0.8005440231349448, 5281.218861071817
2.0, 48.0, 0.15482897067939527, 111944.29198630586, -0.5434608769148639, 0.04717255362730843, -0.3104289921308332, -2158.346936080054
2.0, 31.0, 0.13927427713993445, 0.013555486241447055, 0.5117382364979826, -0.9598649113879048, 0.5550517092318801, 805.9931630979297
2.0, 77.0, 0.4705819496911785, 4.475682180693456, 0.31923021325219025, -0.363119154633748, -0.9807480713803787, -7746.6956758888755
2.0, 44.0, 0.34110421486141396, 1.6586126231353746, 0.4581912797703236, 0.6584257871403216, -0.013567784632537494, 781.242039131
1.0, 68.0, 0.08108281589716443, 0.002795143487555826, 0.5191808005119858, 0.47952820092403026, -0.7844131687711817, 19.66116680341702
3.0, 50.0, 0.21039529054533251, 8998.906573457389, 0.14072035401422145, -0.8530163572373457, 0.8655426165653985, 109131.3314596183
3.0, 63.0, 0.47346401261304655, 0.22369252195598033, -0.30120300699062064, 0.1153670805532474, 0.6877905329743892, 212613.7886754869
2.0, 49.0, 0.3336779017929785, 107476.21437505558, 0.5758410309848117, -0.2539501438442746, -0.3975889290368002, 237.3734519408771
1.0, 42.0, 0.27941155843914983, 5017.215392459343, -0.7414584390188765, 0.34958592062619687, -0.5682791201117494, -25.15524797483059
2.0, 62.0, 0.12591987085734274, 176.52362538112382, -0.2172655187032302, -0.5818597124787188, 0.7482963465811348, -821.593816007934
1.0, 31.0, 0.263232544319038, 2.7664490966438238, -0.19082293854871435, -0.5151810189386601, 0.6504357904963634, -1.4852025602583119
2.0, 32.0, 0.06474823608345837, 4636.472339892016, -0.9187542840934706, -0.7656703348119775, 0.9302237181299438, -1594.823180167253
2.0, 82.0, 0.4388743639514523, 0.0036167776482257837, -0.7744507917407555, 0.646607530892696, -0.42285665678688966, -5212.2775000589745
1.0, 48.0, 0.13394566945739306, 13777.66709089425, 0.38641694946098926, 0.394424812143086, 0.15611161668156925, 16.147226981645993
1.0, 68.0, 0.35107660372805505, 42112.03560429892, 0.5553603105022589, 0.9957409320239166, -0.8960202562088666, -9.082196332098308
3.0, 18.0, 0.38407535956605193, 415711.14817096654, 0.7810049610684118, -0.9582412089593555, -0.7259029111437951, -3353.710562419738
3.0, 27.0, 0.4707654228280365, 19831.25736505838, 0.9604161970561786, 0.6452856524959591, 0.2536087251180279, 31284.139582815
1.0, 36.0, 0.45472638240263924, 93101.02508863747, 0.9937225719551357, -0.003867937029306878, -0.43723026022158695, 0.8147380295844298
2.0, 91.0, 0.2656757553156455, 1727.016577261184, -0.5915565350252325, -0.36296499726681763, -0.06215956027102054, -7010.726265856245
2.0, 11.0, 0.13050833566638675, 25.036070007365904, -0.17374941012547063, 0.784155097773914, -0.7544719868529111, -74.9604941422535
2.0, 66.0, 0.20763098104247718, 0.9990882669378424, -0.028895384721510542, -0.17080293194872986, -0.2406267197217502, -964.0174321004348
2.0, 75.0, 0.44361037356500227, 0.0010298028299305353, -0.35956530971491896, -0.8389513405530395, 0.8162593892658181, -1476.0287563911547
3.0, 97.0, 0.4823538160366674, 645.9836209752815, -0.843755563403181, 0.6637287872031461, -0.6429203903726208, -1075927.1753285367
1.0, 79.0, 0.02354730477043121, 0.02134483166720197, 0.17627627287164915, -0.8262722609570452, 0.1980529110656748, 13.490717918633369
2.0, 95.0, 0.48250191064399983, 5.032345910077489, 0.5224929676253565, -0.5597646592764862, -0.32232168769261005, -3701.384475187995
2.0, 36.0, 0.18158118665118655, 21.26941665137945, -0.4967583016093007, 0.45844100861522086, 0.8069653562861296, -474.2220849215897
2.0, 78.0, 0.40560124822257654, 0.9980178421330792, -0.9981689480526394, 0.22657795843205863, 0.7176517134996658, -2017.0322436022207
2.0, 12.0, 0.06805199272722734, 256.41890850444014, -0.6147397925031732, 0.08815853391194017, 0.48792295808119723, -144.85040458615867
3.0, 95.0, 0.008670388484333436, 5.907411137277855, 0.31297110723228716, 0.7783071960680954, 0.9187312385345068, 831831.4688560821
2.0, 65.0, 0.05509848087234953, 13431.983380977204, -0.17277107869790842, 0.9954831657591419, 0.608069888985765, -742.0258947881857
2.0, 21.0, 0.009463677125132464, 2970.6840628227083, -0.8230599664596434, 0.2311039325248958, 0.3180659193903672, -708.5285785706627
2.0, 26.0, 0.24115821978038493, 167.95972540415445, 0.7592083569189227, 0.35666264351036703, 0.08314794206857101, 625.216995931076
2.0, 76.0, 0.228935371111322, 53399.73327433733, 0.9574927119803234, 0.523696040315629, -0.6034820337284779, 4279.263326606804
3.0, 7.0, 0.4628085307964846, 232035.24977801304, 0.9691116707200895, -0.9532146018703511, -0.5320741374510662, -199.6435983753528
1.0, 17.0, 0.19597821297842022, 16.72420666905409, 0.9777879039714696, -0.5405486341331838, 0.19739194098155566, 11.961259017582636
2.0, 76.0, 0.09566247482679519, 0.030078120375023346, -0.2138646772167645, 0.9080941417716162, -0.27698754306996376, -2552.6753371679497
2.0, 36.0, 0.4762570826916258, 54686.39391279022, 0.956712447317029, 0.7369732273616743, 0.9867793511149974, 2388.2890092828975
1.0, 40.0, 0.22808753647117774, 34.59653418752384, -0.2602154211971066, 0.9351434493965638, -0.833608448965284, -17.21448333439162
2.0, 69.0, 0.09445131625179376, 8462.611772249096, -0.8614117147577189, 0.9358152498122152, 0.5965426709313715, -5714.016077820572
1.0, 68.0, 0.478571273668842, 111641.55662739354, -0.8638660969605432, 0.6181027353257424, -0.029605922190531153, -6.462702111742529
3.0, 73.0, 0.18446540016195456, 54.38751370132892, -0.6835447184374717, -0.8028633816492825, 0.12664624860383156, -518776.66992939037
1.0, 97.0, 0.37735291665171966, 801.6231959041272, -0.42990717236009757, -0.008648734226080812, -0.6753969391964614, -51.15184178963783
1.0, 22.0, 0.2770906486843133, 0.02563563312204923, 0.5478178359441692, 0.4915554315290527, -0.08843292560599547, 5.0258325063372435
2.0, 49.0, 0.01653539288724204, 897847.5537065836, -0.29748280371265867, -0.36404979738327703, -0.6343082052179536, -1481.4198125401679
1.0, 32.0, 0.15395709425193993, 0.012738073620015493, 0.04902985074608157, 0.21595311212952728, -0.2378692626159855, -1.3000359097460608
2.0, 18.0, 0.3857896584557642, 9128.29616568431, -0.5212347996931412, -0.05274562015594553, 0.5313067141046635, -6.086662594860821
1.0, 74.0, 0.49705853745446815, 0.25002032581419886, -0.18290700339710098, 0.2956575300632358, -0.18671210842560004, -9.029564182251292
3.0, 75.0, 0.42866057280083697, 0.005338738850724534, -0.24170455805873847, 0.18453115592859182, -0.9607152950646431, -654191.6187195693
2.0, 75.0, 0.1190807928472346, 60416.35709788524, -0.988954211009333, -0.8982901801660617, 0.16901927901863512, -8409.252564006629
1.0, 15.0, 0.4894262340617154, 0.05766713042064021, -0.9942655280647559, 0.2551519260321409, 0.3078089615486683, -1.426114829870112
3.0, 33.0, 0.46349297707461967, 0.01174696399691745, 0.18285505422131387, -0.8170807488582283, -0.4214300981927044, -35991.19244542597
3.0, 85.0, 0.3110784731501397, 2463.092512647077, 0.8825434315109879, -0.6784630324767071, -0.06350311237452555, 600444.8765690459
2.0, 21.0, 0.09856377401808963, 0.001608189715271061, 0.48944968903054, -0.2440237397858489, 0.7801437201460373, 430.8809349911632
2.0, 78.0, 0.1623196262659657, 0.02205384175711049, 0.6195776069317558, -0.5747466236192882, -0.013267591583690397, 5052.720009953395
2.0, 64.0, 0.2791436582614785, 0.06788672197015687, 0.45070089385984957, -0.3955827085192982, -0.3397261940699823, 320.2352088746059
1.0, 12.0, 0.3260917657174934, 0.37886644872553277, 0.8621127150982908, 0.879339936252838, 0.3605267983512368, 6.3326652472030585
1.0, 59.0, 0.287321760397899, 188557.44452057735, -0.06947420570963048, 0.5205773363188493, -0.15322292425205908, -3.6789054239846903
3.0, 78.0, 0.45259737808759726, 24164.900211275, 0.07575392911663781, 0.9976947673335144, 0.39095823936751084, 599066.6256619071
1.0, 80.0, 0.09324134619526414, 0.06061003155339421, 0.6750398830464783, -0.8401038398051466, 0.04525565810823706, 44.321287737840684
3.0, 9.0, 0.47112200076430316, 804173.0553063106, -0.5422181157615182, 0.21271405182917857, 0.8809613272708476, 752.3600765864471
3.0, 82.0, 0.31243879020786314, 2.8459194138813833, 0.4384560089855625, 0.3516693614507749, -0.16929106136129435, 278568.7700980957
1.0, 79.0, 0.15875901700841905, 42032.321207932604, -0.5761396861213852, 0.811525167357928, 0.8953955190104803, -12.179272042832201
3.0, 53.0, 0.2107740868482222, 3.2144077071230046, -0.59130257601653, -0.6133262555153725, 0.9455463744869661, -65999.48930318693
